SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
53,300,0.5,normal,True,0.151939036162983,1.15740486023074
53,300,1,chi-square,Naive,0.0152325114138904,0.335405235426641
53,300,1,chi-square,RC,-0.0146975586134271,0.510373089401609
53,300,1,chi-square,True,-0.0286380788842903,0.796248148961147
53,300,1,normal,Naive,-0.15999223964504,0.325702291773082
53,300,1,normal,RC,-0.179239291520297,0.622531302368452
53,300,1,normal,True,-0.117663123046185,0.859051487813347
54,100,0.5,chi-square,Naive,-0.0883073525626286,0.573686700858877
54,100,0.5,chi-square,RC,-0.146672325756005,0.773406793944755
54,100,0.5,chi-square,True,-0.10880260639976,1.08867430644291
54,100,0.5,normal,Naive,0.201242443641699,0.542841204610169
54,100,0.5,normal,RC,0.138595775822955,0.857931218521286
54,100,0.5,normal,True,0.153825272975336,1.16671754988498
54,100,1,chi-square,Naive,0.258275373879174,0.253855449088107
54,100,1,chi-square,RC,0.23100702227689,0.441356539446049
54,100,1,chi-square,True,0.325487990943175,1.03738014087243
54,100,1,normal,Naive,0.408491151172583,0.5520486215222
54,100,1,normal,RC,0.581632580174766,1.09833957812847
54,100,1,normal,True,0.392785313771523,0.925943798138099
54,300,0.5,chi-square,Naive,0.16754826755046,0.569784205322315
54,300,0.5,chi-square,RC,0.132318352506731,0.712116771787029
54,300,0.5,chi-square,True,0.195822368567327,1.17139875839741
54,300,0.5,normal,Naive,0.122382665340349,0.578637052679814
54,300,0.5,normal,RC,0.137180434718294,0.837868725455015
54,300,0.5,normal,True,0.0854250061926501,1.0246133836594
54,300,1,chi-square,Naive,-0.112930968865881,0.523177704017931
54,300,1,chi-square,RC,-0.201481343401908,0.738433812121443
54,300,1,chi-square,True,-0.0458448713271525,1.16825230019455
54,300,1,normal,Naive,-0.0231510074609901,0.503931374448809
54,300,1,normal,RC,0.00420330075247563,0.921241607411948
54,300,1,normal,True,-0.0676926864282134,0.821827961597009
55,100,0.5,chi-square,Naive,-0.132374867275081,0.540712697615756
55,100,0.5,chi-square,RC,-0.18533342227991,0.706530569771462
55,100,0.5,chi-square,True,-0.128487543706441,0.806420318940409
55,100,0.5,normal,Naive,0.00113104877385395,0.487245678945136
55,100,0.5,normal,RC,-0.00121451497904163,0.701637048207506
55,100,0.5,normal,True,-0.0139733988337688,0.895399196367136
55,100,1,chi-square,Naive,-0.141919229473157,0.276313207592984
55,100,1,chi-square,RC,-0.160310749142589,0.489675927258699
55,100,1,chi-square,True,-0.0969257502781496,0.835934057360739
55,100,1,normal,Naive,0.212181242349637,0.905409313985519
55,100,1,normal,RC,0.231884050597688,1.44867865775633
55,100,1,normal,True,0.256217566211195,1.34213095275115
55,300,0.5,chi-square,Naive,0.238671995930496,0.56971486457619
55,300,0.5,chi-square,RC,0.197972900974166,0.749731445917354
55,300,0.5,chi-square,True,0.267077675589068,0.944598535368483
55,300,0.5,normal,Naive,0.11922509781369,0.71044647572669
55,300,0.5,normal,RC,0.0811014799883792,1.09031366719252
55,300,0.5,normal,True,0.179199345496638,1.04336826357451
55,300,1,chi-square,Naive,-0.021516011927579,0.29178688529512
55,300,1,chi-square,RC,-0.0504498261274395,0.423618302307477
55,300,1,chi-square,True,-0.0699837567576247,0.717434079868083
55,300,1,normal,Naive,-0.176064659708346,0.491533722674233
55,300,1,normal,RC,-0.15884747104667,0.941923736965526
55,300,1,normal,True,-0.136325410156,1.32254814342505
56,100,0.5,chi-square,Naive,-0.110114677051797,0.717603162833084
56,100,0.5,chi-square,RC,-0.106704691121748,0.996022807314624
56,100,0.5,chi-square,True,-0.141056982984712,0.960330138780174
56,100,0.5,normal,Naive,0.498083823161664,0.966057171464099
56,100,0.5,normal,RC,0.542279272862371,1.49497904007794
56,100,0.5,normal,True,0.549186174939461,1.32933244592483
56,100,1,chi-square,Naive,-0.086220051899767,0.600151483820989
56,100,1,chi-square,RC,-0.168712536673453,0.832241931745045
56,100,1,chi-square,True,-0.231263866817603,0.964714583588888
56,100,1,normal,Naive,-0.0865680996174422,0.510613247873476
56,100,1,normal,RC,-0.136102577635426,1.03642116105353
56,100,1,normal,True,-0.0196849508328431,1.03941059584997
56,300,0.5,chi-square,Naive,0.0975442862525517,0.480911976452819
56,300,0.5,chi-square,RC,0.0674502853161462,0.615092521225958
56,300,0.5,chi-square,True,0.109296674859772,1.10322581566743
56,300,0.5,normal,Naive,0.0176040135607906,0.688700213934651
56,300,0.5,normal,RC,0.0628445564876444,1.08263408086079
56,300,0.5,normal,True,0.0365316894955121,1.03438193503334
56,300,1,chi-square,Naive,-0.0420994969004192,0.432043054544345
56,300,1,chi-square,RC,-0.0981260010436381,0.595020986783005
56,300,1,chi-square,True,-0.0535091610132419,0.697246969506138
56,300,1,normal,Naive,0.0855670158611071,0.250406434213724
56,300,1,normal,RC,0.0541068518658828,0.569979846392728
56,300,1,normal,True,0.114329158164893,0.940029349255444
57,100,0.5,chi-square,Naive,0.305434262626547,0.751257832266454
57,100,0.5,chi-square,RC,0.220471348204735,0.945794265225974
57,100,0.5,chi-square,True,0.465499478296378,1.99689090126209
57,100,0.5,normal,Naive,0.245939469432003,0.826357009181064
57,100,0.5,normal,RC,0.242561887522241,1.25783068902978
57,100,0.5,normal,True,0.385729797835401,1.50339053517943
57,100,1,chi-square,Naive,0.182392667515786,0.468589072309681
57,100,1,chi-square,RC,0.028038398106827,0.99788408613106
57,100,1,chi-square,True,0.185222054483926,1.16061550495613
57,100,1,normal,Naive,0.0682727609229952,0.73660754936444
57,100,1,normal,RC,0.0210472952582772,1.67696436340593
57,100,1,normal,True,0.0411457774046216,1.19243470276997
57,300,0.5,chi-square,Naive,0.196756319523915,0.594206733861462
57,300,0.5,chi-square,RC,0.167763212531903,0.741568554249393
57,300,0.5,chi-square,True,0.156033010213743,0.944439403871455
57,300,0.5,normal,Naive,-0.193678644643478,0.589992856317183
57,300,0.5,normal,RC,-0.210876356584588,0.91888603639891
57,300,0.5,normal,True,-0.211393696050769,1.01094017037202
57,300,1,chi-square,Naive,0.00304386364606708,0.583704247189741
57,300,1,chi-square,RC,-0.114442416613128,0.862185441825987
57,300,1,chi-square,True,0.030832870927584,1.24670202580347
57,300,1,normal,Naive,-0.0324374052405404,0.495484040300545
57,300,1,normal,RC,-0.0104532199546541,0.88168925145229
57,300,1,normal,True,-0.102996356043507,0.987799914035577
58,100,0.5,chi-square,Naive,0.0441464824483513,0.634113407602318
58,100,0.5,chi-square,RC,-0.0129566087110695,0.759292961743291
58,100,0.5,chi-square,True,0.0433865262559966,0.689553202937818
58,100,0.5,normal,Naive,0.0937448998311053,0.548384191274788
58,100,0.5,normal,RC,0.0958768657185105,0.828146856914985
58,100,0.5,normal,True,-0.0236837202092489,0.837400908116435
58,100,1,chi-square,Naive,-0.225808558547355,0.490608769693267
58,100,1,chi-square,RC,-0.270562056231985,0.616447817236416
58,100,1,chi-square,True,-0.193246158704023,0.936670370833281
58,100,1,normal,Naive,-0.129343609595105,0.72435755183051
58,100,1,normal,RC,0.0143713820974809,1.61400569842138
58,100,1,normal,True,-0.213234827786579,1.3946330703267
58,300,0.5,chi-square,Naive,-0.0833197442320871,0.616322898589385
58,300,0.5,chi-square,RC,-0.130789751194672,0.768652896547038
58,300,0.5,chi-square,True,-0.0666416262729304,1.02147454406997
58,300,0.5,normal,Naive,0.12861395246111,0.537731067708256
58,300,0.5,normal,RC,0.135052373076084,0.807447275287784
58,300,0.5,normal,True,0.14574345868683,0.794997274154545
58,300,1,chi-square,Naive,0.124090385023602,0.402691695522841
58,300,1,chi-square,RC,0.0422897669824997,0.584104980804711
58,300,1,chi-square,True,0.0495481213707205,0.716645785582729
58,300,1,normal,Naive,-0.13849978606753,0.537808952620618
58,300,1,normal,RC,-0.197905383448427,1.0458135921727
58,300,1,normal,True,-0.0349800272629082,1.04812746384524
59,100,0.5,chi-square,Naive,-0.378714196147798,1.10964698872207
59,100,0.5,chi-square,RC,-0.475516800948412,1.68425088717325
59,100,0.5,chi-square,True,-0.270396928448923,1.08750982193268
59,100,0.5,normal,Naive,0.00400925408679211,0.579160221757062
59,100,0.5,normal,RC,0.0473148188153777,0.833452420841753
59,100,0.5,normal,True,-0.113559706819641,1.05795155356164
59,100,1,chi-square,Naive,0.158583675305731,0.4342864097257
59,100,1,chi-square,RC,0.106422244299055,0.699825325691135
59,100,1,chi-square,True,0.101726337165654,0.783195342041887
59,100,1,normal,Naive,-0.0130229555181883,0.42724850470057
59,100,1,normal,RC,-0.0238118492079351,0.785680905193503
59,100,1,normal,True,-0.0411640812406211,1.26443970786494
59,300,0.5,chi-square,Naive,-0.010451345577705,0.56129421635327
59,300,0.5,chi-square,RC,-0.0691123109961742,0.694574096189065
59,300,0.5,chi-square,True,0.00614843439369059,0.907352267199264
59,300,0.5,normal,Naive,-0.0126089539658607,0.59342494690703
59,300,0.5,normal,RC,0.023263700509589,0.837354894109167
59,300,0.5,normal,True,-0.0064576160080691,0.829979079131608
59,300,1,chi-square,Naive,0.00634930189828508,0.604720748011309
59,300,1,chi-square,RC,-0.0731961931734648,0.901862475257531
59,300,1,chi-square,True,0.00726961231795391,1.31101496102606
59,300,1,normal,Naive,0.0823250350398279,0.484131572362708
59,300,1,normal,RC,0.018945644353306,0.938698799894597
59,300,1,normal,True,0.101518058129129,1.01839446984476
60,100,0.5,chi-square,Naive,-0.31422452751369,1.04318459896328
60,100,0.5,chi-square,RC,-0.364690782486497,1.20684510338312
60,100,0.5,chi-square,True,-0.243596710694912,1.13357286688564
60,100,0.5,normal,Naive,0.00563891505823011,0.86406339470091
60,100,0.5,normal,RC,-0.0164404961004193,1.31134143129813
60,100,0.5,normal,True,-0.034059250945604,1.19266844137113
60,100,1,chi-square,Naive,0.0895150617068099,0.510741275334525
60,100,1,chi-square,RC,0.0409831802336535,0.787659280961032
60,100,1,chi-square,True,0.334137787896415,1.37072910759324
60,100,1,normal,Naive,0.137194163832888,0.462178335083028
60,100,1,normal,RC,0.174125916341281,0.77991209185814
60,100,1,normal,True,0.11555466711237,0.973333908678763
60,300,0.5,chi-square,Naive,-0.105873547537792,0.580406628709545
60,300,0.5,chi-square,RC,-0.13619853519242,0.712390818560356
60,300,0.5,chi-square,True,-0.107833563983949,0.915516193571583
60,300,0.5,normal,Naive,0.000195961820082806,0.661959137779227
60,300,0.5,normal,RC,0.00893822257179003,0.990320442060369
60,300,0.5,normal,True,-0.0157279300592953,1.03694571100131
60,300,1,chi-square,Naive,-0.0264273812392934,0.288147262644013
60,300,1,chi-square,RC,-0.0673650717326357,0.437841681511638
60,300,1,chi-square,True,-0.00997606916725258,0.899961490020228
60,300,1,normal,Naive,0.157943157262692,0.524801672514291
60,300,1,normal,RC,0.111474958399976,0.993776544960473
60,300,1,normal,True,0.149370622212356,1.08825262118704
61,100,0.5,chi-square,Naive,-0.221847897797183,0.610907981967864
61,100,0.5,chi-square,RC,-0.250223930629526,0.811969779132801
61,100,0.5,chi-square,True,-0.275147951374634,0.812621449899516
61,100,0.5,normal,Naive,0.137956942992314,0.960515720258592
61,100,0.5,normal,RC,0.100321663021093,1.42189181151789
61,100,0.5,normal,True,0.186670308271925,1.51872994267359
61,100,1,chi-square,Naive,0.102547922773338,0.457189513771274
61,100,1,chi-square,RC,0.00394891430978814,1.05809251010186
61,100,1,chi-square,True,0.00591117777412941,1.26353764783556
61,100,1,normal,Naive,0.521912450188083,0.779184304556951
61,100,1,normal,RC,0.420797898072375,1.70725482341048
61,100,1,normal,True,0.481216395865854,1.00487070513145
61,300,0.5,chi-square,Naive,0.0589987380717839,0.521998901074913
61,300,0.5,chi-square,RC,0.00782903943080029,0.706433171516042
61,300,0.5,chi-square,True,0.083811030405498,0.729242500260735
61,300,0.5,normal,Naive,0.140907972530981,0.600672905781433
61,300,0.5,normal,RC,0.148405584514415,0.851864016772928
61,300,0.5,normal,True,0.15157673034552,0.96450690690167
61,300,1,chi-square,Naive,-0.00644506396918885,0.362283588309728
61,300,1,chi-square,RC,-0.0262584148792265,0.536159853568069
61,300,1,chi-square,True,-0.0468376129419807,0.803675103368162
61,300,1,normal,Naive,-0.0274908080096709,0.459400557501413
61,300,1,normal,RC,-0.0258834045069064,0.912714211648474
61,300,1,normal,True,-0.0654255634045782,1.14538272594458
62,100,0.5,chi-square,Naive,0.649988870807334,0.280358859817658
62,100,0.5,chi-square,RC,0.637564594105315,0.355696709997737
62,100,0.5,chi-square,True,0.726976301623845,0.878884761459414
62,100,0.5,normal,Naive,0.146030263714279,0.865128991760713
62,100,0.5,normal,RC,0.0125792078198271,1.22054615445822
62,100,0.5,normal,True,0.122338312535611,1.26343936829066
62,100,1,chi-square,Naive,0.281034768690154,0.504094712276518
62,100,1,chi-square,RC,0.211014525035625,0.668048908540401
62,100,1,chi-square,True,0.264674203450135,1.07657536263621
62,100,1,normal,Naive,-0.193453736654506,0.754293080315907
62,100,1,normal,RC,-0.120666302870859,1.92269520646099
62,100,1,normal,True,-0.269585444711885,1.53663870852966
62,300,0.5,chi-square,Naive,0.00824192396169191,0.542329331934897
62,300,0.5,chi-square,RC,-0.0273066849926639,0.709180928560092
62,300,0.5,chi-square,True,0.0275070838784962,1.17511673825782
62,300,0.5,normal,Naive,-0.00399624963982321,0.679650524929911
62,300,0.5,normal,RC,-0.00260582614727007,0.963655275494233
62,300,0.5,normal,True,-0.0128464115374025,1.03687530317207
62,300,1,chi-square,Naive,0.182979813551396,0.435402663198278
62,300,1,chi-square,RC,0.144138758937705,0.615252978300971
62,300,1,chi-square,True,0.146647700251151,0.781530523760051
62,300,1,normal,Naive,-0.111752096515494,0.452620279476309
62,300,1,normal,RC,-0.125213872281754,0.971089712631032
62,300,1,normal,True,-0.121290741152204,1.15883761200913
63,100,0.5,chi-square,Naive,0.0131028231727074,0.815086292809648
63,100,0.5,chi-square,RC,-0.00475662978519073,1.12417473743225
63,100,0.5,chi-square,True,0.0268063783594214,1.65560065604974
63,100,0.5,normal,Naive,-0.137032137463635,0.290198408798391
63,100,0.5,normal,RC,-0.165519596048541,0.443297743997766
63,100,0.5,normal,True,-0.150064950914041,0.574138698525461
63,100,1,chi-square,Naive,0.227497945603371,0.39063327055067
63,100,1,chi-square,RC,0.158675011761162,0.567728322260122
63,100,1,chi-square,True,0.182219463087478,0.596208712064095
63,100,1,normal,Naive,-0.312909690972035,0.624741743357464
63,100,1,normal,RC,-0.522538077844108,1.58084522281117
63,100,1,normal,True,-0.532928283972758,1.65310996740365
63,300,0.5,chi-square,Naive,0.273652986413112,0.483642683256656
63,300,0.5,chi-square,RC,0.243870041233015,0.605072497107259
63,300,0.5,chi-square,True,0.246286524681035,0.828195691538708
63,300,0.5,normal,Naive,0.204323747442962,0.737382000816642
63,300,0.5,normal,RC,0.260653476563802,1.07951776501165
63,300,0.5,normal,True,0.194386013399016,1.26481692589865
63,300,1,chi-square,Naive,-0.0318331935692381,0.349493154550862
63,300,1,chi-square,RC,-0.0426810492718023,0.527000096838491
63,300,1,chi-square,True,-0.0439444805825648,0.862077356544077
63,300,1,normal,Naive,-0.00761841741769505,0.572873765713018
63,300,1,normal,RC,0.0278744447270587,1.24499032866623
63,300,1,normal,True,2.25090594531307e-06,1.07592691411119
64,100,0.5,chi-square,Naive,-0.314305630191357,0.652561402417428
64,100,0.5,chi-square,RC,-0.349080785138067,0.815667696366189
64,100,0.5,chi-square,True,-0.341767072079496,0.777222444663051
64,100,0.5,normal,Naive,0.359018200103066,0.745854063394223
64,100,0.5,normal,RC,0.407687582752163,1.07910487810286
64,100,0.5,normal,True,0.411702641754577,1.24900553068873
64,100,1,chi-square,Naive,0.488465772551576,0.305429168711853
64,100,1,chi-square,RC,0.448024248100389,0.448628656156215
64,100,1,chi-square,True,0.344394588855416,0.752355184167895
64,100,1,normal,Naive,-0.0595775119969093,0.497146368422661
64,100,1,normal,RC,-0.109487595945478,0.88943073406818
64,100,1,normal,True,-0.0889629157332708,0.999776299591807
64,300,0.5,chi-square,Naive,-0.161743604135055,0.724708375894553
64,300,0.5,chi-square,RC,-0.206387267180951,0.981899597291286
64,300,0.5,chi-square,True,-0.158058738325002,1.12909918645438
64,300,0.5,normal,Naive,-0.0996170197265516,0.515068045821838
64,300,0.5,normal,RC,-0.13200135900579,0.754075607802262
64,300,0.5,normal,True,-0.105237122035759,0.895178932118758
64,300,1,chi-square,Naive,-0.0225339326473505,0.488135965504062
64,300,1,chi-square,RC,-0.130649389358415,0.802143381542301
64,300,1,chi-square,True,-0.0463944915764809,0.904008193061978
64,300,1,normal,Naive,-0.129929899090321,0.568445350491553
64,300,1,normal,RC,-0.120187182834388,1.11982312448898
64,300,1,normal,True,-0.0984535477237856,1.1024481793956
65,100,0.5,chi-square,Naive,0.0679527384051812,0.919103710408752
65,100,0.5,chi-square,RC,-0.0242820317464163,1.16586673753713
65,100,0.5,chi-square,True,0.138164378488886,1.41950883231017
65,100,0.5,normal,Naive,0.0356137153419622,0.584568999886516
65,100,0.5,normal,RC,0.0687584641061445,0.82696726553092
65,100,0.5,normal,True,-0.0268768162441444,0.69352335173621
65,100,1,chi-square,Naive,0.315933672203515,0.331339072949148
65,100,1,chi-square,RC,0.272252926486431,0.50737931813629
65,100,1,chi-square,True,0.157782411672639,1.00887845433578
65,100,1,normal,Naive,-0.388303092390131,0.347489514385722
65,100,1,normal,RC,-0.520784796562264,0.697595431670557
65,100,1,normal,True,-0.277633990787912,0.590538618682281
65,300,0.5,chi-square,Naive,-0.187918316681305,0.637659512149755
65,300,0.5,chi-square,RC,-0.22861732496868,0.880097817369624
65,300,0.5,chi-square,True,-0.123009285105811,1.04915399263333
65,300,0.5,normal,Naive,0.0462872675698415,0.780123870211168
65,300,0.5,normal,RC,0.0507344226504378,1.1967754505422
65,300,0.5,normal,True,0.0303574384018626,1.08907356839618
65,300,1,chi-square,Naive,-0.0412029598277289,0.373330281081437
65,300,1,chi-square,RC,-0.0671310042951816,0.614059046452141
65,300,1,chi-square,True,-0.0402318575466816,1.00654608147763
65,300,1,normal,Naive,-0.120425288429753,0.506880679313723
65,300,1,normal,RC,-0.119179994666289,1.06352786313726
65,300,1,normal,True,-0.186228171732536,1.06256194105319
66,100,0.5,chi-square,Naive,0.186588481110141,0.594900613571058
66,100,0.5,chi-square,RC,0.161569711019828,0.698434568215482
66,100,0.5,chi-square,True,0.0977530845459275,1.0132357018877
66,100,0.5,normal,Naive,0.0632916470679667,0.440850568537291
66,100,0.5,normal,RC,0.103507034139285,0.722686666426618
66,100,0.5,normal,True,0.040203934592768,0.887535431433263
66,100,1,chi-square,Naive,0.149019934016979,0.428966408096648
66,100,1,chi-square,RC,0.0524652292561322,0.754642184971072
66,100,1,chi-square,True,0.323142586456727,1.7388087941507
66,100,1,normal,Naive,0.0476232335116347,0.606038273685993
66,100,1,normal,RC,0.0141153509757449,1.05095833843836
66,100,1,normal,True,0.0691026249878948,0.960901219959669
66,300,0.5,chi-square,Naive,-0.0137447640572811,0.479843853540621
66,300,0.5,chi-square,RC,-0.0445728463435926,0.596234942679875
66,300,0.5,chi-square,True,0.00596361961093058,0.798740253552043
66,300,0.5,normal,Naive,-0.0482889701522101,0.488437442319472
66,300,0.5,normal,RC,-0.0368323949242222,0.721288933402606
66,300,0.5,normal,True,-0.0499811843233773,1.00126373037114
66,300,1,chi-square,Naive,0.0333068902825279,0.526672028604506
66,300,1,chi-square,RC,-0.0273763081057873,0.78530328035183
66,300,1,chi-square,True,0.0437939001985384,1.21468067335888
66,300,1,normal,Naive,0.0437359898520604,0.519800093403334
66,300,1,normal,RC,0.0763252084145689,1.00279484028629
66,300,1,normal,True,0.0318736835502264,0.945671076133481
67,100,0.5,chi-square,Naive,-0.0723449651641645,0.283985498336831
67,100,0.5,chi-square,RC,-0.0843740080725281,0.370252546804591
67,100,0.5,chi-square,True,-0.0709825760774709,0.382814243485015
67,100,0.5,normal,Naive,-0.0419908001599144,0.406888263016195
67,100,0.5,normal,RC,-0.0631211903732002,0.611646364270122
67,100,0.5,normal,True,-0.0200846994791922,0.729431748494484
67,100,1,chi-square,Naive,0.0660810535267111,0.489369396600101
67,100,1,chi-square,RC,-0.0216876007988105,0.639961954967491
67,100,1,chi-square,True,0.177860593464776,0.992032806328102
67,100,1,normal,Naive,0.0649852921156016,0.298528554511948
67,100,1,normal,RC,0.0483109450329073,0.563649935663054
67,100,1,normal,True,0.00211066545089016,1.0481523322858
67,300,0.5,chi-square,Naive,0.119411623546293,0.755944952023418
67,300,0.5,chi-square,RC,0.0639903034866868,0.953753506311264
67,300,0.5,chi-square,True,0.155104549252727,1.18933002969134
67,300,0.5,normal,Naive,0.0671377500567132,0.578827302041169
67,300,0.5,normal,RC,0.0903966704955243,0.878935444395789
67,300,0.5,normal,True,0.0731898249914696,1.02773749442986
67,300,1,chi-square,Naive,-0.124554821637675,0.486660437988479
67,300,1,chi-square,RC,-0.202528914151789,0.662592000792963
67,300,1,chi-square,True,-0.0132698297959039,1.29741293626405
67,300,1,normal,Naive,0.115568640609135,0.442253816435672
67,300,1,normal,RC,0.0848867818731986,1.38741164142154
67,300,1,normal,True,0.132656528050137,0.887280085659672
68,100,0.5,chi-square,Naive,-0.177819540628225,0.355618107747235
68,100,0.5,chi-square,RC,-0.221213942582046,0.457978132109499
68,100,0.5,chi-square,True,-0.176891603281837,0.52444198339711
68,100,0.5,normal,Naive,-0.0431281636903827,0.362871924768522
68,100,0.5,normal,RC,-0.0255943618736331,0.517835135052894
68,100,0.5,normal,True,-0.00989587911207808,0.612186122568308
68,100,1,chi-square,Naive,-0.134836124397794,0.594644951038033
68,100,1,chi-square,RC,-0.219118493664267,0.822088387958986
68,100,1,chi-square,True,-0.194269218124318,1.07679242985599
68,100,1,normal,Naive,0.00833000862492237,0.48383270750897
68,100,1,normal,RC,0.0153621777832236,1.04036283457794
68,100,1,normal,True,-0.0296884221174569,0.838127539864533
68,300,0.5,chi-square,Naive,0.122820233823622,0.465493921907744
68,300,0.5,chi-square,RC,0.0830853295638047,0.594318076315734
68,300,0.5,chi-square,True,0.133645101802047,0.999981261327696
68,300,0.5,normal,Naive,0.183157222623127,0.716114224943803
68,300,0.5,normal,RC,0.170166174086466,1.01402492493992
68,300,0.5,normal,True,0.124768799496064,1.19945344446251
68,300,1,chi-square,Naive,0.293925736228806,0.573068335880576
68,300,1,chi-square,RC,0.218112714500261,0.930022834605902
68,300,1,chi-square,True,0.343322356060274,1.23024201783304
68,300,1,normal,Naive,-0.16918031077797,0.573691067305669
68,300,1,normal,RC,-0.129418905792363,1.36300960384119
68,300,1,normal,True,-0.108189500066756,1.22423420222865
69,100,0.5,chi-square,Naive,-0.356565487675554,0.511406201797715
69,100,0.5,chi-square,RC,-0.39409238198474,0.586409498066102
69,100,0.5,chi-square,True,-0.324898141893138,0.947319440667525
69,100,0.5,normal,Naive,-0.001874973911902,0.365958607229258
69,100,0.5,normal,RC,0.0237276939362271,0.601323102527742
69,100,0.5,normal,True,0.0242812370667724,0.61425512900319
69,100,1,chi-square,Naive,0.000824791265498657,0.366779526930644
69,100,1,chi-square,RC,-0.0299353925367967,0.54424085758515
69,100,1,chi-square,True,-0.0229108259032076,0.968869345430524
69,100,1,normal,Naive,0.144551818134314,0.182975558525402
69,100,1,normal,RC,0.125928520320944,0.370795853783661
69,100,1,normal,True,0.179392020078677,0.667504870161751
69,300,0.5,chi-square,Naive,-0.0946404193565246,0.387736453146614
69,300,0.5,chi-square,RC,-0.126491891365201,0.480509551817563
69,300,0.5,chi-square,True,-0.0868561291849047,0.707145257131407
69,300,0.5,normal,Naive,-0.00798576373794703,0.690054314515255
69,300,0.5,normal,RC,-0.0126112154627492,0.965498153796127
69,300,0.5,normal,True,0.00863434312408862,0.967422734817067
69,300,1,chi-square,Naive,-0.00511108329417061,0.292997350391828
69,300,1,chi-square,RC,-0.0359291263790941,0.411011434621373
69,300,1,chi-square,True,-0.000720014592406314,1.04731869791554
69,300,1,normal,Naive,-0.263209684127652,0.696777868012784
69,300,1,normal,RC,-0.356816042341908,1.39524158089571
69,300,1,normal,True,-0.180168671516728,1.39429936705495
70,100,0.5,chi-square,Naive,0.125805106491859,0.664813912612867
70,100,0.5,chi-square,RC,0.0999357138192974,0.886086250576935
70,100,0.5,chi-square,True,0.171742316846092,1.10371724426631
70,100,0.5,normal,Naive,0.313580484580462,0.675621680447437
70,100,0.5,normal,RC,0.319224153111359,0.921126059289925
70,100,0.5,normal,True,0.316649537489741,0.896075214333558
70,100,1,chi-square,Naive,-0.10763114478967,0.181789923822384
70,100,1,chi-square,RC,-0.145223429241675,0.43446718744483
70,100,1,chi-square,True,-0.18615237350151,0.823816915732052
70,100,1,normal,Naive,0.000121960150761242,0.484342113344535
70,100,1,normal,RC,0.0379418411587062,0.892758684691273
70,100,1,normal,True,0.0155698629262437,1.00827930189781
70,300,0.5,chi-square,Naive,0.0822620547449621,0.629461535801258
70,300,0.5,chi-square,RC,0.0227582448182341,0.79250428192396
70,300,0.5,chi-square,True,0.0430888197712721,0.881692876781177
70,300,0.5,normal,Naive,-0.00531509374000855,0.783495737858718
70,300,0.5,normal,RC,0.0205993638892619,1.09349166431834
70,300,0.5,normal,True,0.0114409539175949,1.2772882325137
70,300,1,chi-square,Naive,0.0417489742429954,0.422864712898962
70,300,1,chi-square,RC,-0.0401355421737677,0.670876059209771
70,300,1,chi-square,True,-0.0228430516063911,1.04014726664593
70,300,1,normal,Naive,-0.167157520620109,0.477091260458186
70,300,1,normal,RC,-0.186731368628947,0.917091002540977
70,300,1,normal,True,-0.202013155274317,1.26586407094062
71,100,0.5,chi-square,Naive,-0.0692011220095226,0.486210008873949
71,100,0.5,chi-square,RC,-0.117598730600368,0.576423340023175
71,100,0.5,chi-square,True,-0.0583178070799844,0.785116877206111
71,100,0.5,normal,Naive,-0.653661856405684,0.741574721118767
71,100,0.5,normal,RC,-0.673632145505578,1.18869390816621
71,100,0.5,normal,True,-0.584560045354501,1.01715165480894
71,100,1,chi-square,Naive,0.373870024389713,0.198586233984036
71,100,1,chi-square,RC,0.323382444827051,0.456177471638254
71,100,1,chi-square,True,0.364736708492334,0.61083519240857
71,100,1,normal,Naive,0.152017433927249,0.432853808673565
71,100,1,normal,RC,0.0899783366732667,0.859004462248322
71,100,1,normal,True,0.099435431304655,0.790232478276182
71,300,0.5,chi-square,Naive,-0.0814643998003548,0.700226844767978
71,300,0.5,chi-square,RC,-0.132639681555905,0.973694990321496
71,300,0.5,chi-square,True,-0.0394071997070566,1.16554670484823
71,300,0.5,normal,Naive,-0.181993855962585,0.480385249589454
71,300,0.5,normal,RC,-0.192731976548852,0.73201613663342
71,300,0.5,normal,True,-0.207905538497139,0.893498835987215
71,300,1,chi-square,Naive,-0.00743236537767861,0.351702490869423
71,300,1,chi-square,RC,-0.0352883203581184,0.534480956128608
71,300,1,chi-square,True,-0.0106905562706901,0.861498995027651
71,300,1,normal,Naive,-0.0483680191932459,0.383025534754934
71,300,1,normal,RC,-0.0222739950176907,0.811789525786937
71,300,1,normal,True,-0.0279107058024028,0.732215014095333
72,100,0.5,chi-square,Naive,0.0237889656325678,0.400176397530302
72,100,0.5,chi-square,RC,-0.0113121410867595,0.510634779245158
72,100,0.5,chi-square,True,-0.0164279848639422,0.59789951363189
72,100,0.5,normal,Naive,0.235301025036204,0.644980066265284
72,100,0.5,normal,RC,0.238480941432293,0.941607632996116
72,100,0.5,normal,True,0.259297855887667,1.36081225800948
72,100,1,chi-square,Naive,0.280338192603056,0.410884748638479
72,100,1,chi-square,RC,0.202324116871721,0.568612085021142
72,100,1,chi-square,True,0.265491684853112,1.16968108956636
72,100,1,normal,Naive,0.120710609634626,0.493382096981724
72,100,1,normal,RC,0.223756795697327,1.11673100390579
72,100,1,normal,True,0.228553029140253,1.07747204297398
