SIM,LAMBDA,alpha,beta
230,0,-0.0352475941193883,0.602708588599198
230,0.1,-0.0349452850013719,0.578887065724132
230,0.2,-0.0158363154853602,0.527529272773647
230,0.3,-0.0332106459167873,0.548290255428513
230,0.4,-0.0277321757299805,0.47974302685206
230,0.5,-0.0341914966989037,0.55620650682347
230,0.6,-0.0489961905303833,0.470343013869
230,0.7,-0.022718611808448,0.453567187647156
230,0.8,-0.0262616792298339,0.475670228101418
230,0.9,-0.000387676910712991,0.420031825875854
230,1,-0.0246627024859136,0.422541441760451
230,1.1,-0.0364212526601274,0.486181122133658
230,1.2,-0.0529951277928783,0.506837006786732
230,1.3,-0.0457478415073554,0.423111455721003
230,1.4,0.00243560644043557,0.454538987885321
230,1.5,-0.0605039592014495,0.406079536643052
230,1.6,-0.0753086121166459,0.405590188548428
230,1.7,-0.0190964899219778,0.332560375077477
230,1.8,-0.0353894803421564,0.361564283804522
230,1.9,-0.0426317969496991,0.328607375658527
230,2,-0.026397731148331,0.32756410398981
231,0,-0.0352475941193883,0.602708588599198
231,0.1,-0.0404879472670178,0.591365032919869
231,0.2,-0.0384452480951411,0.594265996290283
231,0.3,-0.0301062371724534,0.581381986971361
231,0.4,-0.0273068203840232,0.548589139390846
231,0.5,-0.0396021678106609,0.609158108130224
231,0.6,-0.0468776190871718,0.530892221371036
231,0.7,-0.0228894901865622,0.444812045391424
231,0.8,-0.0341119764312375,0.528587681086044
231,0.9,-0.034757276247503,0.388837899162989
231,1,-0.0079781815160078,0.453791540981578
231,1.1,-0.0127670582928995,0.435793797598396
231,1.2,0.00764149783186515,0.38890763131017
231,1.3,-0.040552175901198,0.401103203547495
231,1.4,-0.000270987390159217,0.361178631075513
231,1.5,-0.0407631880659594,0.527341866997507
231,1.6,-0.0623604771253074,0.41771999606456
231,1.7,0.00769184500447406,0.301886475050168
231,1.8,-0.0161917522118286,0.327568965633993
231,1.9,-0.080999039999582,0.387447079626444
231,2,-0.0321116536478208,0.306962046115239
232,0,-0.0352475941193883,0.602708588599198
232,0.1,-0.0133643872281924,0.56117147804195
232,0.2,-0.037858131722901,0.553666037997338
232,0.3,-0.0495145483179044,0.527929652193764
232,0.4,-0.0590935475383514,0.666966553403063
232,0.5,-0.0414255771795956,0.452098276439144
232,0.6,-0.0301467185193035,0.526522915565322
232,0.7,0.00941353932165784,0.549099853478409
232,0.8,-0.0525601827209487,0.497221276748262
232,0.9,-0.0167203205589783,0.420684505621606
232,1,-0.032300529216408,0.47058354253395
232,1.1,-0.012773486387554,0.409024045512736
232,1.2,-0.0269832016554447,0.392628790725882
232,1.3,0.0116372394348276,0.421522623413195
232,1.4,-0.0299157335605038,0.402362354200341
232,1.5,-0.0155279063781164,0.488503316994153
232,1.6,0.000277806107750168,0.384275373981006
232,1.7,-0.0621426546623284,0.46532447011187
232,1.8,-0.0281695759676684,0.44040644074857
232,1.9,0.0335764499253009,0.444653775830088
232,2,-0.0152163646671706,0.268817275771628
233,0,-0.0352475941193883,0.602708588599198
233,0.1,-0.0330357322854795,0.607316275947302
233,0.2,-0.0440582770641979,0.622003267510881
233,0.3,-0.0315876201153937,0.524469730094004
233,0.4,-0.00601633526597516,0.492412333489198
233,0.5,-0.0377388864234405,0.535886130825491
233,0.6,-0.0367644890646481,0.438365567919498
233,0.7,-0.0655378125840803,0.496922214435087
233,0.8,-0.0349776530791586,0.484440365500437
233,0.9,0.000750342117444099,0.499367149253977
233,1,-0.0255094756225267,0.424524216282552
233,1.1,-0.0133086100081638,0.377373271243732
233,1.2,-0.0282335068641479,0.392195918061675
233,1.3,-0.0239763712188627,0.389619988163113
233,1.4,-0.0184278602928092,0.376421032232087
233,1.5,-0.0409022894070916,0.272376427390201
233,1.6,0.00685740427263029,0.362942148445823
233,1.7,-0.0390699357788269,0.38859691212309
233,1.8,-0.051572767484084,0.400535770175499
233,1.9,-0.0112739437582659,0.328679534346798
233,2,-0.00241505192155307,0.253129953917203
234,0,-0.0352475941193883,0.602708588599198
234,0.1,-0.0406568574537592,0.603834101951495
234,0.2,-0.032846334604179,0.612834859722754
234,0.3,-0.0288511993342022,0.55072954477706
234,0.4,-0.0314848481578565,0.473313902253612
234,0.5,-0.0446409821186281,0.5626435837244
234,0.6,-0.00767583613042927,0.504399054000101
234,0.7,-0.0191699735450572,0.466886927550135
234,0.8,-0.0255904076819986,0.469828689268603
234,0.9,-0.0280408422920053,0.477283390943839
234,1,-0.0226257110348285,0.462529136649592
234,1.1,-0.0303190821199079,0.479742434175911
234,1.2,-0.00843872076399135,0.392340301891822
234,1.3,0.00203349648422119,0.391538809582836
234,1.4,-0.00652810183530202,0.45298889359137
234,1.5,-0.0293508703174181,0.429849979429049
234,1.6,-0.0237629186341012,0.419139357373368
234,1.7,-0.0440476104691538,0.381622424958874
234,1.8,0.00769775433509872,0.426180055483027
234,1.9,-0.024666796609086,0.316375654077243
234,2,-0.0429716207440616,0.34133154816152
235,0,-0.0352475941193883,0.602708588599198
235,0.1,-0.0461906558314225,0.605518379898191
235,0.2,-0.0318826208998755,0.569300302033661
235,0.3,-0.0379762736085468,0.562954887817634
235,0.4,-0.0561182295508587,0.538083115507784
235,0.5,-0.0178645636196316,0.506158000077673
235,0.6,-0.0205933719018212,0.495790701685807
235,0.7,-0.0520828913815274,0.456494679503167
235,0.8,-0.0311922582510402,0.414922788629045
235,0.9,-0.0567444606172467,0.429586445890573
235,1,0.0109243708641536,0.442347770856805
235,1.1,-0.0131957022312157,0.386655482587619
235,1.2,-0.0519063526368534,0.414745593367335
235,1.3,-0.0304161062885668,0.40095657759836
235,1.4,-0.0188149704945159,0.370816574779436
235,1.5,-0.024468461910168,0.378120139823449
235,1.6,0.00310939378328395,0.307468546292638
235,1.7,-0.0201276560358701,0.339685557469666
235,1.8,-0.0102290047909423,0.297206945898212
235,1.9,-0.031912174540894,0.392602627685094
235,2,-0.0294487029027615,0.418361509714034
236,0,-0.0352475941193883,0.602708588599198
236,0.1,-0.0400997386722322,0.59213080997721
236,0.2,-0.0372625211199252,0.572637395696609
236,0.3,-0.0446160725873756,0.542362481185537
236,0.4,-0.0315667727932085,0.527041991777301
236,0.5,-0.0372761479766967,0.426589148866036
236,0.6,-0.0269331438981835,0.56428146470366
236,0.7,-0.0253896070616469,0.504024179781057
236,0.8,-0.0402803805642541,0.489039287018065
236,0.9,-0.0740851126218137,0.455634289005401
236,1,0.00016886290811566,0.541480359722419
236,1.1,-0.0407758844754125,0.374616566043916
236,1.2,0.000543470390872397,0.37140033365277
236,1.3,-0.042730773757385,0.490963686337587
236,1.4,-0.0461603632004235,0.442708796745874
236,1.5,-0.0426939340472399,0.345184648546994
236,1.6,-0.0219829324033611,0.320636465787708
236,1.7,-0.0653209806715566,0.389524150898644
236,1.8,-0.0303783660260789,0.425888109605214
236,1.9,-0.0038206779416933,0.416589800653782
236,2,-0.0222795300081475,0.349116181059108
237,0,-0.0352475941193883,0.602708588599198
237,0.1,-0.0270484036892395,0.62145332044618
237,0.2,-0.02820961995792,0.550597163924396
237,0.3,-0.0233971339628882,0.516365531336201
237,0.4,-0.0281216652833072,0.515907741639118
237,0.5,-0.0482818650863705,0.482158969888108
237,0.6,-0.0173103907685467,0.438175422945304
237,0.7,-0.0196375013164637,0.413057568922958
237,0.8,-0.0276210774065777,0.411755610744043
237,0.9,-0.022795404095546,0.510717875311079
237,1,-0.0421620045854896,0.416278958647076
237,1.1,-0.00350650653354618,0.335507594492911
237,1.2,-0.0405859352874116,0.411948364143859
237,1.3,-0.0355838986976318,0.503313707824209
237,1.4,-0.0146727240818831,0.366548769393081
237,1.5,-0.0323704412834334,0.348916425502769
237,1.6,0.00188855173486924,0.363421830715448
237,1.7,-0.035763867042941,0.440588790695374
237,1.8,-0.0107836889316881,0.331325343068402
237,1.9,-0.0737084442552008,0.383416616499853
237,2,-0.0223892126036683,0.35180136305801
238,0,-0.0352475941193883,0.602708588599198
238,0.1,-0.0309616449300678,0.534503279936282
238,0.2,-0.0312161007012225,0.528040061462219
238,0.3,-0.0483909525537775,0.536113506425861
238,0.4,-0.022039610532425,0.51120433957974
238,0.5,-0.0366988825517794,0.490163535318501
238,0.6,-0.0428097692053621,0.496600892515975
238,0.7,-0.000603337210035656,0.417510867022659
238,0.8,-0.0669808231172784,0.509078619748026
238,0.9,-0.0232330029402633,0.462343807202925
238,1,-0.0465060997184624,0.335830512127783
238,1.1,-0.0185171371755901,0.354828010975665
238,1.2,-0.0616756860147798,0.415078499518824
238,1.3,-0.0422917918288572,0.44914597152156
238,1.4,-0.0256294401366635,0.409605756850906
238,1.5,-0.0349168534432359,0.376610475175279
238,1.6,-0.0209613911835555,0.395037119294515
238,1.7,-0.0046000958734597,0.360854920107204
238,1.8,-0.021962408500909,0.340838580875297
238,1.9,-0.0717587706806817,0.369095549350692
238,2,-0.042029506074664,0.410032901683481
239,0,-0.0352475941193883,0.602708588599198
239,0.1,-0.0451760386274784,0.607192875152992
239,0.2,-0.0212214864976652,0.532414418106567
239,0.3,-0.038908920081755,0.500188432505593
239,0.4,-0.0184815267430147,0.548837082572223
239,0.5,-0.0442414878798813,0.526513898280885
239,0.6,-0.0416845561013267,0.519456943349822
239,0.7,-0.0453546345187634,0.412336924166813
239,0.8,-0.0165007012378972,0.45573945545272
239,0.9,-0.0178523443354026,0.483946831095749
239,1,-0.0224413568976767,0.37999662619565
239,1.1,0.0195525624463671,0.411249891328104
239,1.2,-0.0626347840332888,0.449677674426724
239,1.3,-0.0529857873770312,0.409449951494392
239,1.4,-0.0193325747596604,0.312683925385159
239,1.5,-0.0160826880174193,0.383089036910242
239,1.6,-0.0180087664767968,0.43300479867091
239,1.7,-0.00327351088549689,0.329464006311988
239,1.8,-0.0356346300421878,0.362315862264781
239,1.9,-0.0334424455972149,0.374554766528935
239,2,-0.0270326824279778,0.30362685826255
240,0,-0.0352475941193883,0.602708588599198
240,0.1,-0.0323588802638719,0.567597222801745
240,0.2,-0.0445630138527112,0.566982300629421
240,0.3,-0.0164155081153459,0.570944968630154
240,0.4,-0.0237673129556978,0.459413936476724
240,0.5,-0.0265826487063176,0.53677462040468
240,0.6,-0.032507901696281,0.477078669356981
240,0.7,-0.0443965978480741,0.504827806577038
240,0.8,-0.0564021738144892,0.475354835566165
240,0.9,-0.0151335452710235,0.402185396273352
240,1,-0.0158647617074875,0.403720318634727
240,1.1,-0.0324144838040889,0.386333748622733
240,1.2,-0.0329784919523686,0.365111250967612
240,1.3,-0.0497104286162136,0.475313300768847
240,1.4,-0.0295626290025636,0.328599701339705
240,1.5,-0.00570484011322898,0.358683181132187
240,1.6,-0.0346237864286891,0.434206415375665
240,1.7,-0.0148693403497173,0.467086483633398
240,1.8,-0.0771970980183458,0.410385687464577
240,1.9,-0.0134429746524676,0.426373939954855
240,2,0.0111833114202357,0.447682105432509
241,0,-0.0352475941193883,0.602708588599198
241,0.1,-0.0343480011647348,0.621022868781603
241,0.2,-0.0237518326116374,0.539876099642697
241,0.3,-0.0201705017908898,0.513165545752631
241,0.4,-0.0278204585022444,0.453731844210071
241,0.5,-0.054376410473488,0.512403978057041
241,0.6,-0.0726521929640584,0.547085306088563
241,0.7,0.00335469168030163,0.478138633940254
241,0.8,-0.0535347925349319,0.488665699254541
241,0.9,-0.0343694473024815,0.457134147308104
241,1,-0.0444490636687052,0.588745932058971
241,1.1,-0.0201451983922058,0.527466116587426
241,1.2,-0.0407036801588591,0.401123622651867
241,1.3,-0.0136310516027906,0.331661054445939
241,1.4,-0.0292773221673516,0.504344918647439
241,1.5,-0.027919760342267,0.47495551112736
241,1.6,-0.0474617601592351,0.391001563309042
241,1.7,-0.0207340705364341,0.338979507555415
241,1.8,-0.000991657350127013,0.42740519720388
241,1.9,-0.0291365694101125,0.37290280784311
241,2,-0.0243781946550656,0.313766571831965
242,0,-0.0352475941193883,0.602708588599198
242,0.1,-0.0305011946866896,0.575951790936321
242,0.2,-0.0474207410303041,0.579023488551738
242,0.3,-0.0709137906661927,0.61912998511778
242,0.4,-0.0231203139672717,0.497388321596685
242,0.5,-0.0242190168011673,0.492648644469194
242,0.6,-0.0407940790900279,0.451951957230547
242,0.7,-0.0392148083501786,0.504599666034292
242,0.8,-0.0356992196485376,0.478542238878694
242,0.9,0.0272256627841946,0.552046900246318
242,1,-0.00347309542048766,0.48311843394896
242,1.1,-0.0166099874167567,0.403718858364467
242,1.2,-0.00662389549319944,0.513826170337578
242,1.3,-0.0386098836665185,0.479680126139038
242,1.4,-0.00606546072361207,0.359562845972557
242,1.5,-0.0429689374009143,0.425422994459283
242,1.6,-0.0306661540125472,0.458517743431963
242,1.7,-0.0206997652680205,0.361810048412543
242,1.8,-0.0105887583477463,0.33493936798591
242,1.9,-0.0101446374779025,0.395268624978802
242,2,-0.0290244504131978,0.369766543654392
243,0,-0.0352475941193883,0.602708588599198
243,0.1,-0.0339377945687179,0.576455257893582
243,0.2,-0.0319981940020444,0.528465784919121
243,0.3,-0.0258746557418652,0.600804097473923
243,0.4,-0.0414916907091478,0.477492516478596
243,0.5,-0.0416411641492665,0.529520978839367
243,0.6,-0.0444164586828646,0.468706582804603
243,0.7,-0.0239603898100021,0.438529146076977
243,0.8,0.00616099447426735,0.39798258428041
243,0.9,-0.0410650082409779,0.404377908566705
243,1,-0.0161950619504669,0.441948167907212
243,1.1,-0.0445296118921573,0.445471247393504
243,1.2,-0.06734590833518,0.404079439854111
243,1.3,-0.0370312952600668,0.328476026415027
243,1.4,-0.0164527711464076,0.39523114009229
243,1.5,-0.031270945895367,0.346905877275076
243,1.6,-0.0584566281748237,0.35023934144926
243,1.7,-0.0078509814077135,0.289212850490135
243,1.8,-0.00422469009783363,0.439562444887911
243,1.9,-0.0120836711638967,0.492174796820173
243,2,-0.00347447678307189,0.380902782859769
244,0,-0.0352475941193883,0.602708588599198
244,0.1,-0.0284974297601537,0.559736144891129
244,0.2,-0.0265942352734044,0.482795648727996
244,0.3,-0.0418747247891262,0.487978767997515
244,0.4,-0.0425348443966525,0.555957968793197
244,0.5,-0.0449024589293463,0.546420593934192
244,0.6,-0.0577120819072589,0.53955710591002
244,0.7,-0.010577574478332,0.561454061894557
244,0.8,-0.0106785436836776,0.516817348165742
244,0.9,-0.0448273520245798,0.47582053116315
244,1,-0.0384729523826903,0.302467228539963
244,1.1,-0.0215864712432459,0.396096397278355
244,1.2,-0.0165954580494613,0.325519401294179
244,1.3,-0.0280166026150092,0.342310772480452
244,1.4,-0.0352581247596837,0.352430599071454
244,1.5,-0.0316977912254033,0.428089961691687
244,1.6,-0.0212025078825379,0.330773879398987
244,1.7,-0.0397588986332985,0.440744745794779
244,1.8,-0.0153096954700518,0.307532779137473
244,1.9,-0.016853837555448,0.422570643207352
244,2,-0.0150884616444211,0.307834751889463
245,0,-0.0352475941193883,0.602708588599198
245,0.1,-0.0245657148365662,0.590342616322256
245,0.2,-0.0202258274329282,0.654064665506195
245,0.3,-0.0426659280695251,0.565685939459528
245,0.4,-0.053843503023133,0.561730109033316
245,0.5,-0.0197987409635761,0.510078031364611
245,0.6,-0.0296265495419436,0.440733745159146
245,0.7,-0.0110245912246273,0.515399733349912
245,0.8,-0.0292629177098847,0.5158500021545
245,0.9,-0.0535784704158725,0.555684555700211
245,1,-0.0136654788010603,0.422781835192543
245,1.1,-0.0200299977716178,0.417659415496186
245,1.2,-0.0179077684572078,0.446365142049486
245,1.3,-0.0247867027531089,0.338347599440092
245,1.4,-0.0563868249964307,0.420237319068515
245,1.5,0.00434281283578256,0.402328280138084
245,1.6,-0.0540382105282834,0.346872377936289
245,1.7,-0.0530488692046635,0.393578625004364
245,1.8,-0.0604393328034838,0.282164029780043
245,1.9,-0.0266417094888482,0.402231915970824
245,2,0.0189593521972844,0.391970174905548
246,0,-0.0352475941193883,0.602708588599198
246,0.1,-0.0308894980340552,0.597460577548821
246,0.2,-0.018334915464341,0.503816621916563
246,0.3,-0.042664429723789,0.539978093256438
246,0.4,-0.0386922738317447,0.530468100291795
246,0.5,-0.0186677334541453,0.521343101325405
246,0.6,-0.0337749942012102,0.504007975090478
246,0.7,-0.0170502224074711,0.568327674183453
246,0.8,-0.0382164062712544,0.438569000826097
246,0.9,-0.0311032993138471,0.40940645010862
246,1,-0.0280669679953504,0.429334917866258
246,1.1,-0.0661674041375213,0.425985901991101
246,1.2,-0.0421722134537211,0.509470030766213
246,1.3,0.00959346099385067,0.38674179655189
246,1.4,-0.0608202712698394,0.368863934001342
246,1.5,-0.0872552643744101,0.471445219135183
246,1.6,-0.0202148646849088,0.340049558166471
246,1.7,-0.00980821413028579,0.275810820394939
246,1.8,-0.027121008340041,0.361725769583816
246,1.9,-0.0232074416910953,0.323668352265284
246,2,0.0268472443302069,0.23803866327748
247,0,-0.0352475941193883,0.602708588599198
247,0.1,-0.016361546617646,0.545664702098907
247,0.2,-0.0367605746351379,0.528593312200234
247,0.3,-0.0191937649198569,0.528016510951621
247,0.4,-0.0218639546309234,0.503932927885817
247,0.5,-0.0209957350231329,0.463221006502047
247,0.6,-0.0538879263714317,0.57766357979951
247,0.7,-0.0331124696346354,0.514101750999423
247,0.8,-0.0354587587705735,0.450462627996537
247,0.9,-0.0633284221512437,0.404779712446052
247,1,-0.0243449436038805,0.47680903140252
247,1.1,-0.0521984782057224,0.36420204078541
247,1.2,-0.0505570470451847,0.506943403442746
247,1.3,-0.0238736618772454,0.386643133659562
247,1.4,-0.023217852072996,0.310312712771999
247,1.5,-0.0441265446770866,0.465575049246001
247,1.6,-0.0257754323319979,0.373170305059967
247,1.7,-0.0247077554749632,0.456035278213714
247,1.8,-0.0317270342586025,0.340776237468166
247,1.9,-0.0721177988773554,0.386484469646019
247,2,0.0200048990070242,0.391226755478921
248,0,-0.0352475941193883,0.602708588599198
248,0.1,-0.026491230044253,0.612527301686716
248,0.2,-0.0387099046915525,0.558272070623142
248,0.3,-0.0375138563382581,0.589419286154523
248,0.4,-0.0313547263707693,0.489459143288837
248,0.5,-0.0320166335475242,0.628261010165292
248,0.6,-0.0345410317492731,0.502811885009188
248,0.7,-0.0157803189382023,0.39979483640937
248,0.8,-0.0113090655592412,0.459053010532117
248,0.9,-0.0689112927689877,0.465991626537819
248,1,-0.0241526292819201,0.507805971943268
248,1.1,-0.0240117539644252,0.412329756353614
248,1.2,-0.0528014482141239,0.452855547157164
248,1.3,-0.0342069799346363,0.40662158507714
248,1.4,-0.0490369483603251,0.273645731368711
248,1.5,-0.0360131232978517,0.416936159878942
248,1.6,-0.00232760344064493,0.399020819026222
248,1.7,-0.00794413053139537,0.339944088124172
248,1.8,-0.0313699814101315,0.352428051290125
248,1.9,0.0188943857994307,0.378382180122517
248,2,-0.0379729811650615,0.395666139751715
249,0,-0.0352475941193883,0.602708588599198
249,0.1,-0.040353460074281,0.556436737864531
249,0.2,-0.0221924962701188,0.528955914118934
249,0.3,-0.0470984509091369,0.555613888717569
249,0.4,-0.0608824865965015,0.476047177971251
249,0.5,-0.0324203570054007,0.442892122886922
249,0.6,-0.0176121103521015,0.453297633506166
249,0.7,-0.0208082149713367,0.41924254037229
249,0.8,0.000821717085300659,0.502357222546904
249,0.9,-0.0351532427057021,0.467614525922153
249,1,-0.0529137401059318,0.447280876207365
249,1.1,-0.0329605603363099,0.412565222776585
249,1.2,-0.0421794707837048,0.446041622963087
249,1.3,-0.0940513967497986,0.420792835754415
249,1.4,-0.0244699541618993,0.34391117521982
249,1.5,-0.0121956166753683,0.383000808276359
249,1.6,-0.044934152595689,0.434284850654732
249,1.7,-0.00503747320008614,0.321652975251926
249,1.8,-0.00803042136396853,0.373207207170323
249,1.9,-0.0252004490757762,0.358608985465746
249,2,-0.0510046457883374,0.332451300840006
250,0,-0.0352475941193883,0.602708588599198
250,0.1,-0.0591125855550192,0.601892772140125
250,0.2,-0.0291852061367796,0.526617038041945
250,0.3,-0.0414589866405467,0.544870861981141
250,0.4,-0.045221038694414,0.528061525781154
250,0.5,-0.00927836997926367,0.47796083147911
250,0.6,-0.016445227714465,0.468412113951668
250,0.7,-0.0542768758270322,0.48633397651149
250,0.8,-0.0118728900244628,0.437613404502081
250,0.9,-0.0439477160943948,0.446837851164031
250,1,-0.0225285740519369,0.400486805123893
250,1.1,-0.0331589924750683,0.388890224249456
250,1.2,-0.0151217525900015,0.33846313068373
250,1.3,0.00261294562108737,0.399759301367859
250,1.4,-0.0268418814014601,0.340874611500522
250,1.5,-0.0085768230351685,0.388462243228491
250,1.6,-0.00949043180099284,0.342630145829892
250,1.7,-0.0210586008255559,0.401463499339157
250,1.8,0.0128078703946182,0.436266345828117
250,1.9,-0.0616823471749867,0.429581240275316
250,2,-0.0101813993707644,0.318084725389294
251,0,-0.0352475941193883,0.602708588599198
251,0.1,-0.0403118202231766,0.578221429845609
251,0.2,-0.032600273880875,0.552961333342571
251,0.3,-0.0236201770454561,0.52957419954003
251,0.4,-0.028148512866474,0.543111962020679
251,0.5,-0.00950493981055681,0.492752808420603
251,0.6,-0.0508349361481156,0.567914852971015
251,0.7,-0.0621914520329716,0.513446938852613
251,0.8,-0.0457315612786657,0.466785155984254
251,0.9,-0.0339283374634102,0.438246822999449
251,1,-0.00457668649891995,0.449108027019203
251,1.1,-0.031412378661487,0.482387824899077
251,1.2,-0.0411486254642858,0.47341440139632
251,1.3,-0.0539636446087789,0.426585677871496
251,1.4,-0.0320065756046664,0.288035997631578
251,1.5,-0.0279424516864635,0.321476052039662
251,1.6,-0.0365152611140031,0.407205508488067
251,1.7,-0.0238490563945289,0.386401653746197
251,1.8,-0.00382102976895729,0.425228253958516
251,1.9,-0.0201026042426719,0.404706863778658
251,2,-0.0371398771906831,0.320153083233622
252,0,-0.0352475941193883,0.602708588599198
252,0.1,-0.0268102036273512,0.577290423680437
252,0.2,-0.0332737847129145,0.590325443136336
252,0.3,-0.0135337704534291,0.509614584265702
252,0.4,-0.0504095458758354,0.575335333350875
252,0.5,-0.0208839854974552,0.612878959319927
252,0.6,-0.0261827540518848,0.443407824868508
252,0.7,-0.0313816387051599,0.467983172696695
252,0.8,-0.0231135008013696,0.412027471146252
252,0.9,-0.0601897664902412,0.501510084535507
252,1,-0.0198742994782287,0.377149597661212
252,1.1,-0.00858448664887012,0.400112755349541
252,1.2,-0.0518589371108805,0.42080262648947
252,1.3,-0.0296834887869201,0.485825212745731
252,1.4,-0.0311156824998385,0.301816291924072
252,1.5,-0.0232064455549022,0.37752647506203
252,1.6,-0.0334339038561625,0.418307207396959
252,1.7,-0.020182164782396,0.296683443404433
252,1.8,-0.00514653208089401,0.337993350484341
252,1.9,-0.0190289616144871,0.29252031158974
252,2,-0.00793397796198844,0.266670819927391
253,0,-0.0352475941193883,0.602708588599198
253,0.1,-0.040304696622528,0.567797225623446
253,0.2,-0.0535684958529201,0.54413128513823
253,0.3,-0.0363833456062389,0.509771495337115
253,0.4,-0.0315944951667386,0.514415327815559
253,0.5,-0.0441781737459535,0.539080193182089
253,0.6,-0.0469887289695168,0.48644298306527
253,0.7,-0.0180405501614184,0.461565895962267
253,0.8,-0.0502903920687043,0.470569082567401
253,0.9,-0.0340064852865164,0.4444042502782
253,1,-0.0504611345682523,0.421193655645225
253,1.1,-0.0557291498477556,0.428801432866979
253,1.2,-0.00373346430574198,0.407529342455612
253,1.3,-0.00490058822405289,0.333298847698447
253,1.4,-0.0413925000878206,0.388710848216022
253,1.5,-0.000791250348799158,0.445689591037323
253,1.6,-0.0414136418788439,0.379585037563076
253,1.7,-0.0392196930883263,0.442920881458274
253,1.8,-0.0432130233035205,0.403005974928062
253,1.9,-0.0113163020993279,0.388821545777478
253,2,-0.0343072018071755,0.324001008882958
254,0,-0.0352475941193883,0.602708588599198
254,0.1,-0.0134191478372709,0.583793511380637
254,0.2,-0.0243374956517451,0.532020781947504
254,0.3,-0.0386244776585665,0.552133188587093
254,0.4,-0.0181001441227332,0.557985007408442
254,0.5,-0.0315808468410054,0.537979039600748
254,0.6,-0.0458520081740092,0.45214395035409
254,0.7,-0.0356771372448207,0.482507719750017
254,0.8,-0.057516153724367,0.436230812701673
254,0.9,-0.0308558842679137,0.511579038495145
254,1,-0.0205800008180946,0.509794591918361
254,1.1,-0.0615206435079239,0.433340334759419
254,1.2,-0.00578769009520846,0.398381526867135
254,1.3,-0.0298972942674093,0.446428590753007
254,1.4,-0.0368029552712257,0.318425310214228
254,1.5,-0.0112927794353311,0.295315639649297
254,1.6,0.00304352073056676,0.352054512062566
254,1.7,-0.0372329038822644,0.369987771282656
254,1.8,-0.0226616303425935,0.354359860578972
254,1.9,-0.0372996540140906,0.270331067163955
254,2,0.0241693802601686,0.371256878628286
255,0,-0.0352475941193883,0.602708588599198
255,0.1,-0.0316132428393251,0.5798936566634
255,0.2,-0.0378061433086934,0.603878203499899
255,0.3,-0.0264328239208453,0.513630607502529
255,0.4,-0.0430035893593049,0.484868863454276
255,0.5,-0.0291674922125653,0.512796008290338
255,0.6,-0.025710006702743,0.565333823638496
255,0.7,-0.0295130562266325,0.479517539689718
255,0.8,-0.0219677780821833,0.475249985329672
255,0.9,-0.0275991485809246,0.42492957368474
255,1,-0.0261078316409587,0.483882790503429
255,1.1,-0.00902274592712089,0.414080184158704
255,1.2,-0.0292991450296307,0.45980840378791
255,1.3,-0.045019299012972,0.330298008308949
255,1.4,-0.0427232551741996,0.440199873363556
255,1.5,-0.0547612319927879,0.362764338674701
255,1.6,-0.0230270705287605,0.353020974311561
255,1.7,0.0172339632752448,0.425374399637863
255,1.8,-0.0436674333648815,0.331245649927498
255,1.9,-0.0369540570653902,0.348064959141111
255,2,-0.0216544682568658,0.293004734474838
256,0,-0.0352475941193883,0.602708588599198
256,0.1,-0.0362994349279681,0.55988226815228
256,0.2,-0.0307161381089294,0.59197445170607
256,0.3,-0.0390648289494125,0.531474815436103
256,0.4,-0.0473967230836979,0.469606913760611
256,0.5,-0.0503346678124259,0.523927379684304
256,0.6,-0.0338984161386342,0.596195191922209
256,0.7,-0.0567415342776341,0.541651020540523
256,0.8,-0.0437781392474303,0.491871832246983
256,0.9,-0.0226252344891775,0.447553094144218
256,1,-0.0429340403676137,0.373814576250027
256,1.1,-0.00901387268515049,0.465587964510065
256,1.2,-0.0387365608721498,0.320256154826161
256,1.3,-0.00216820516019233,0.512435229891756
256,1.4,-0.0598600924589161,0.35312101234102
256,1.5,-0.041308623931024,0.377528447117611
256,1.6,-0.0506656728999642,0.37465975209674
256,1.7,-0.0307946193421858,0.30030453092146
256,1.8,-0.0175031630240656,0.390795613386813
256,1.9,0.00811068849000522,0.327905496476423
256,2,0.00600155035037849,0.42127950364041
257,0,-0.0352475941193883,0.602708588599198
257,0.1,-0.0303414830042748,0.619988246516054
257,0.2,-0.0309648148291558,0.51459047022069
257,0.3,-0.0313243771440299,0.538124547116676
257,0.4,-0.025891547131521,0.5491976061627
257,0.5,-0.0414378867273992,0.507841369705477
257,0.6,-0.0288287947501217,0.482605197214861
257,0.7,-0.0567604823477002,0.514547507530573
257,0.8,-0.0176066464272527,0.477775701331732
257,0.9,-0.0420463368501316,0.457053067971488
257,1,-0.0111286238296112,0.402087796747157
257,1.1,-0.0358760459772437,0.438750235448644
257,1.2,0.0132992035952325,0.449963098614514
257,1.3,-0.0208830706947647,0.402083177111504
257,1.4,0.00896571702600704,0.330328930603396
257,1.5,-0.0264233243291844,0.424082307300617
257,1.6,-0.0223332886682166,0.443855928688194
257,1.7,-0.00925227997451049,0.257144786884404
257,1.8,0.00879163964452398,0.439759391618338
257,1.9,-0.054794001333831,0.40787422339894
257,2,-0.0485242650752792,0.380344410729119
258,0,-0.0352475941193883,0.602708588599198
258,0.1,-0.0348569951482495,0.588165888956757
258,0.2,-0.0397428862404055,0.577385479643664
258,0.3,-0.0326397313525068,0.48398411819866
258,0.4,-0.0376320298491269,0.512048724215459
