SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
15,100,0.5,chi-square,RC,-0.0802089449143052,0.42671482825807
15,100,0.5,chi-square,True,-0.110495220964204,0.543041646653317
15,100,0.5,normal,CS,0.157802666309295,1.30651208217413
15,100,0.5,normal,Naive,0.132778370105922,0.68572233822942
15,100,0.5,normal,RC,0.126747905988267,1.07365830238311
15,100,0.5,normal,True,0.127283591258359,1.11984560786502
15,100,1,chi-square,CS,-0.350152657807516,0.872354403594802
15,100,1,chi-square,Naive,-0.250675717328635,0.412301067057051
15,100,1,chi-square,RC,-0.339035990781611,0.606581680738685
15,100,1,chi-square,True,-0.435563276330644,1.5513177428703
15,100,1,normal,CS,-6.30781249999999,33.983203125
15,100,1,normal,Naive,-0.108078493934478,0.510304583197134
15,100,1,normal,RC,-0.11429840155132,0.908594066679623
15,100,1,normal,True,-0.203066704924637,0.927569220908912
15,300,0.5,chi-square,CS,0.228614734558518,2.06809450437548
15,300,0.5,chi-square,Naive,0.0273141493903832,0.827903199447827
15,300,0.5,chi-square,RC,-0.0413662892685999,1.04889759819118
15,300,0.5,chi-square,True,0.0620731416749157,1.05983961734723
15,300,0.5,normal,CS,0.0419943241983263,0.638778386118928
15,300,0.5,normal,Naive,0.0453176192749139,0.435325320993716
15,300,0.5,normal,RC,0.0398854294987394,0.609717460823684
15,300,0.5,normal,True,0.00581885800588698,0.865323198801003
15,300,1,chi-square,CS,-0.266347723085994,3.6321117976756
15,300,1,chi-square,Naive,-0.00318180212015458,0.433771846212322
15,300,1,chi-square,RC,-0.0796147708743932,0.681102794063338
15,300,1,chi-square,True,0.0290208546333307,0.905034050872695
15,300,1,normal,CS,-0.262899418139682,1.3827647768833
15,300,1,normal,Naive,-0.187734682880032,0.536908875750065
15,300,1,normal,RC,-0.245603815781092,1.1262385036104
15,300,1,normal,True,-0.059433542165304,1.00153570756545
16,100,0.5,chi-square,CS,0.406271758436342,2.03106111558307
16,100,0.5,chi-square,Naive,0.078452421341737,0.710181134552748
16,100,0.5,chi-square,RC,0.0408165643924944,0.885898530950846
16,100,0.5,chi-square,True,0.0631145668527238,1.12417169552669
16,100,0.5,normal,CS,-0.116808253683563,0.628751125080051
16,100,0.5,normal,Naive,-0.111020966815373,0.45941735273701
16,100,0.5,normal,RC,-0.120787134147081,0.617226549177815
16,100,0.5,normal,True,-0.111686682775999,0.838702728148085
16,100,1,chi-square,CS,0.44297675120341,0.952260167785355
16,100,1,chi-square,Naive,0.472284457482835,0.448331819194527
16,100,1,chi-square,RC,0.363633553871413,0.716568746261085
16,100,1,chi-square,True,0.418397518278996,1.33781346812021
16,100,1,normal,CS,-0.131534934941908,2.66862274154386
16,100,1,normal,Naive,0.153681902012938,0.632982010552563
16,100,1,normal,RC,-0.143195002679735,1.76774640909115
16,100,1,normal,True,0.200228844541447,1.26473998751508
16,300,0.5,chi-square,CS,-0.141601795420901,1.36294493725207
16,300,0.5,chi-square,Naive,-0.217352866116149,0.645044039960071
16,300,0.5,chi-square,RC,-0.248624375135688,0.855170693140604
16,300,0.5,chi-square,True,-0.12865572290733,1.36013643250648
16,300,0.5,normal,CS,0.0944483939546877,0.868027531143652
16,300,0.5,normal,Naive,0.122723960747654,0.566503961710574
16,300,0.5,normal,RC,0.0990539309940909,0.818470296998767
16,300,0.5,normal,True,0.166077489965952,0.809534984892644
16,300,1,chi-square,CS,-0.0139748865399655,1.04832573841167
16,300,1,chi-square,Naive,-0.0474148730683772,0.453182401503343
16,300,1,chi-square,RC,-0.0899169794743888,0.723220313079479
16,300,1,chi-square,True,-0.0294000336908929,1.31531037919477
16,300,1,normal,CS,-0.127979972537353,0.651613521980233
16,300,1,normal,Naive,-0.133688077432977,0.371640537155474
16,300,1,normal,RC,-0.115285457475456,0.628320956184561
16,300,1,normal,True,-0.116752541461725,1.03510922523527
17,100,0.5,chi-square,CS,-0.108530708252899,1.63024812147055
17,100,0.5,chi-square,Naive,-0.271618719386658,0.802202301888361
17,100,0.5,chi-square,RC,-0.308402466202392,1.05910584730018
17,100,0.5,chi-square,True,-0.19830642873314,1.38919396909673
17,100,0.5,normal,CS,0.0600997692806439,1.3069419158152
17,100,0.5,normal,Naive,0.0531498469154247,0.831163020566357
17,100,0.5,normal,RC,0.0281014953250408,1.24668869477678
17,100,0.5,normal,True,0.0419972275869475,1.28614350663092
17,100,1,chi-square,CS,0.24742303457139,0.992633756083232
17,100,1,chi-square,Naive,0.264351949120742,0.468650882654314
17,100,1,chi-square,RC,0.175095565254007,0.713942446033909
17,100,1,chi-square,True,0.323279381910609,1.20032635769081
17,100,1,normal,CS,0.203460858007398,1.3741320780741
17,100,1,normal,Naive,0.194533514000784,0.643870134025057
17,100,1,normal,RC,0.158284423026543,1.21818143049068
17,100,1,normal,True,0.140695480311689,1.61036308007284
17,300,0.5,chi-square,CS,-0.043341641717378,1.25402351693296
17,300,0.5,chi-square,Naive,-0.0365784367794042,0.669275638273029
17,300,0.5,chi-square,RC,-0.111438157017471,0.863785896640658
17,300,0.5,chi-square,True,-0.0233544107291573,0.929082386909254
17,300,0.5,normal,CS,-0.0589703774935501,1.23590630856812
17,300,0.5,normal,Naive,-0.055026741344759,0.783614622049049
17,300,0.5,normal,RC,-0.0562216154568113,1.12135812124347
17,300,0.5,normal,True,-0.0722841234500142,1.20640773643306
17,300,1,chi-square,CS,-0.0515624999999983,25.2328125
17,300,1,chi-square,Naive,-0.0398586798882297,0.589038698819694
17,300,1,chi-square,RC,-0.110823341357545,1.01958455486325
17,300,1,chi-square,True,-0.0147270286260105,1.16398327514298
17,300,1,normal,CS,0.233575955185518,0.742033254238734
17,300,1,normal,Naive,0.195951452492663,0.369441263828065
17,300,1,normal,RC,0.238339155515237,0.747679232236258
17,300,1,normal,True,0.218348073395975,0.943801618835248
18,100,0.5,chi-square,CS,0.234270297491863,0.804789337148882
18,100,0.5,chi-square,Naive,0.22757845458243,0.523774632985385
18,100,0.5,chi-square,RC,0.19034258746528,0.621533504425046
18,100,0.5,chi-square,True,0.27910353673766,1.10453463499872
18,100,0.5,normal,CS,-0.182235288361375,1.54557907665109
18,100,0.5,normal,Naive,-0.109220499478768,0.925235593273527
18,100,0.5,normal,RC,-0.131452365548957,1.37708839087091
18,100,0.5,normal,True,-0.152655482657686,1.22487611109662
18,100,1,chi-square,CS,0.0278581297391463,1.02524078947908
18,100,1,chi-square,Naive,0.0309488574742495,0.523585905748626
18,100,1,chi-square,RC,-0.0594450418961751,0.78442147403627
18,100,1,chi-square,True,-0.0806124418253845,1.40655427380024
18,100,1,normal,CS,13.7408264160156,29.7084823608398
18,100,1,normal,Naive,9.38941186606965e-05,0.477802636160486
18,100,1,normal,RC,0.0408673131971953,0.954227399471013
18,100,1,normal,True,-0.170482351221468,1.05009800376904
18,300,0.5,chi-square,CS,0.127252206618092,1.19077879624886
18,300,0.5,chi-square,Naive,0.0662427174513049,0.693511917048766
18,300,0.5,chi-square,RC,0.0270930572964598,0.796883239272366
18,300,0.5,chi-square,True,0.0720718447877068,1.23925863963389
18,300,0.5,normal,CS,-0.0431522052200488,0.890457278624908
18,300,0.5,normal,Naive,-0.0151494156466009,0.588558520219374
18,300,0.5,normal,RC,-0.0332864875289244,0.85279503557145
18,300,0.5,normal,True,0.0231788640405223,0.921490061527502
18,300,1,chi-square,CS,0.27180991234052,1.10099549065264
18,300,1,chi-square,Naive,0.217768563789309,0.441824203741497
18,300,1,chi-square,RC,0.173759946694916,0.732089493975962
18,300,1,chi-square,True,0.281080711193983,1.20004655987827
18,300,1,normal,CS,-3.70057983398439,31.9244979858399
18,300,1,normal,Naive,-0.0963692751030877,0.444710454310317
18,300,1,normal,RC,-0.105148057705123,0.899559622311944
18,300,1,normal,True,-0.00524581991870266,0.968466275028576
19,100,0.5,chi-square,CS,0.115561293184893,1.10870682998368
19,100,0.5,chi-square,Naive,0.0256792874664539,0.637966793982805
19,100,0.5,chi-square,RC,0.00209111654406019,0.853106784870782
19,100,0.5,chi-square,True,-0.012968918029496,1.0616284350457
19,100,0.5,normal,CS,-0.217263585657792,1.49327289402978
19,100,0.5,normal,Naive,-0.242482510297583,0.741239756483174
19,100,0.5,normal,RC,-0.192361021753533,1.1978389321162
19,100,0.5,normal,True,-0.270362012647915,0.662274038845551
19,100,1,chi-square,CS,0.342979730949161,1.16239488780705
19,100,1,chi-square,Naive,0.344257417402081,0.480282545057015
19,100,1,chi-square,RC,0.233767140516438,0.785484902353885
19,100,1,chi-square,True,0.429236619852838,1.24683111817986
19,100,1,normal,CS,-0.160578860454496,0.365383032529287
19,100,1,normal,Naive,-0.176772493716819,0.207514115208416
19,100,1,normal,RC,-0.155981693662028,0.35354425326398
19,100,1,normal,True,-0.158810682652323,0.839780580166377
19,300,0.5,chi-square,CS,0.0319678702620085,1.26087741021812
19,300,0.5,chi-square,Naive,-0.0668595220262263,0.627453753131788
19,300,0.5,chi-square,RC,-0.0860410467503916,0.836510729392779
19,300,0.5,chi-square,True,-0.0380551166068263,1.16822163463589
19,300,0.5,normal,CS,0.20113745174943,1.204095344315
19,300,0.5,normal,Naive,0.146362489284104,0.711763142915094
19,300,0.5,normal,RC,0.157975050570346,1.03258901395445
19,300,0.5,normal,True,0.176351247995735,1.03443449131969
19,300,1,chi-square,CS,0.00487773854337776,0.56186169808179
19,300,1,chi-square,Naive,0.0103702549986722,0.324641358424513
19,300,1,chi-square,RC,-0.0229901420750153,0.469297026278321
19,300,1,chi-square,True,-0.0448839979664236,0.735582447754033
19,300,1,normal,CS,-0.0726022741112083,0.449194931459611
19,300,1,normal,Naive,-0.0747767039354417,0.251039958182703
19,300,1,normal,RC,-0.0681856340841424,0.446837210848425
19,300,1,normal,True,-0.0234935551749103,0.747064201127012
20,100,0.5,chi-square,CS,-0.0336323676519,1.51842989032639
20,100,0.5,chi-square,Naive,-0.13035153610476,0.667227394285049
20,100,0.5,chi-square,RC,-0.1668767862716,0.929913030832924
20,100,0.5,chi-square,True,-0.0768476886059635,1.15086600323824
20,100,0.5,normal,CS,0.243981064894992,1.40674113412045
20,100,0.5,normal,Naive,0.060082904359585,0.737220535895908
20,100,0.5,normal,RC,0.162088194416927,1.2771510901187
20,100,0.5,normal,True,0.0158048440340789,1.11520564344412
20,100,1,chi-square,CS,-0.376051279255975,0.843540300949234
20,100,1,chi-square,Naive,-0.201016984971579,0.361104037178956
20,100,1,chi-square,RC,-0.338136109354536,0.789278944765171
20,100,1,chi-square,True,-0.171512568342744,0.682505565407536
20,100,1,normal,CS,4.68955078125,26.85380859375
20,100,1,normal,Naive,0.227665372368317,0.985730098007679
20,100,1,normal,RC,-0.117966731051587,2.5625365196986
20,100,1,normal,True,0.257006312058134,1.50978549454202
20,300,0.5,chi-square,CS,-1.60719299316406,29.1531036376954
20,300,0.5,chi-square,Naive,-0.128792119706184,0.60171510529685
20,300,0.5,chi-square,RC,-0.170605085771595,0.723260828579831
20,300,0.5,chi-square,True,-0.143798539101126,1.09667712926831
20,300,0.5,normal,CS,-0.0518033550200837,1.04840927712275
20,300,0.5,normal,Naive,-0.0502750905643533,0.634324686745336
20,300,0.5,normal,RC,-0.0465131273399697,0.982975655616544
20,300,0.5,normal,True,-0.0187003985813623,0.812976207244101
20,300,1,chi-square,CS,1.22412109375,24.12158203125
20,300,1,chi-square,Naive,-0.0210836018789471,0.523230377783087
20,300,1,chi-square,RC,-0.0917440953685286,1.00583696267436
20,300,1,chi-square,True,0.0724579196651365,1.11735968548362
20,300,1,normal,CS,-0.0522787634601334,0.977858799687836
20,300,1,normal,Naive,0.0091248163848879,0.475157580428413
20,300,1,normal,RC,-0.0313545383645087,0.899135860000412
20,300,1,normal,True,0.0106644418346997,1.16738782034238
21,100,0.5,chi-square,CS,-0.0169076106500643,0.700369232485268
21,100,0.5,chi-square,Naive,-0.0382047454635293,0.436140642968152
21,100,0.5,chi-square,RC,-0.0567522330715897,0.547188530973622
21,100,0.5,chi-square,True,-0.0810842194235666,0.629421142342703
21,100,0.5,normal,CS,0.0920159397237223,0.270201009548031
21,100,0.5,normal,Naive,0.0883113368837648,0.186503279770518
21,100,0.5,normal,RC,0.0913983793491631,0.266817605146292
21,100,0.5,normal,True,0.140718224227375,0.53171678351636
21,100,1,chi-square,CS,-0.0965441212044612,0.700186710082369
21,100,1,chi-square,Naive,-0.0944849379606542,0.396935135214102
21,100,1,chi-square,RC,-0.128448813624156,0.607812341904779
21,100,1,chi-square,True,-0.218615557955983,0.998113749662799
21,100,1,normal,CS,0.327472866287839,0.817881549382997
21,100,1,normal,Naive,0.280709534195083,0.464496407008621
21,100,1,normal,RC,0.324828636016804,0.793134600295428
21,100,1,normal,True,0.209975197646311,0.790094190862309
21,300,0.5,chi-square,CS,0.106722055568762,1.20154431283278
21,300,0.5,chi-square,Naive,0.0733016389778134,0.586190656800479
21,300,0.5,chi-square,RC,0.0304301923699066,0.709695252719877
21,300,0.5,chi-square,True,0.111769139153591,0.954098054739005
21,300,0.5,normal,CS,-0.109508620537293,0.838422359004071
21,300,0.5,normal,Naive,-0.146685043011399,0.51027582751216
21,300,0.5,normal,RC,-0.106743730798162,0.800586713451772
21,300,0.5,normal,True,-0.113473148860329,1.04909304515233
21,300,1,chi-square,CS,0.0933114368583876,0.905256731959391
21,300,1,chi-square,Naive,-0.0209453489913645,0.370314024123775
21,300,1,chi-square,RC,-0.0165397964859507,0.618943719080981
21,300,1,chi-square,True,-0.0620317780098778,0.951745787928333
21,300,1,normal,CS,-0.0617576561619072,0.964918991373189
21,300,1,normal,Naive,-0.0397817009236389,0.447038602537701
21,300,1,normal,RC,-0.0313306622959406,0.91515980846858
21,300,1,normal,True,-0.102647364627803,1.25251662792917
22,100,0.5,chi-square,CS,0.221738346266799,1.02712584674729
22,100,0.5,chi-square,Naive,0.191794428573607,0.596069090594787
22,100,0.5,chi-square,RC,0.137834417113409,0.783824200831404
22,100,0.5,chi-square,True,0.253716439089446,1.03656035717779
22,100,0.5,normal,CS,-0.314397769512272,0.83880755979246
22,100,0.5,normal,Naive,-0.297625543187993,0.464369724517732
22,100,0.5,normal,RC,-0.29606242906925,0.78322923824887
22,100,0.5,normal,True,-0.300276801528783,1.04891637723167
22,100,1,chi-square,CS,-0.173110665627872,0.404043718746164
22,100,1,chi-square,Naive,-0.118348893851401,0.241608200410182
22,100,1,chi-square,RC,-0.17393144762274,0.346056040392704
22,100,1,chi-square,True,-0.132811588714921,0.451164835876276
22,100,1,normal,CS,-0.195774179483072,0.786536417008611
22,100,1,normal,Naive,-0.183957422565395,0.421215302431768
22,100,1,normal,RC,-0.196299383770287,0.807339592189453
22,100,1,normal,True,-0.138373037653166,0.459970092705222
22,300,0.5,chi-square,CS,-0.0594344759539764,0.730542378094493
22,300,0.5,chi-square,Naive,-0.0655230574898024,0.473025381675944
22,300,0.5,chi-square,RC,-0.094763885517164,0.589920796046912
22,300,0.5,chi-square,True,-0.0781055090374355,0.875871411362034
22,300,0.5,normal,CS,0.165790990364026,0.939171213705857
22,300,0.5,normal,Naive,0.145010547685511,0.647126872699198
22,300,0.5,normal,RC,0.153586531421842,0.892383555220574
22,300,0.5,normal,True,0.197661758726273,1.24104161490378
22,300,1,chi-square,CS,-0.197879837511607,0.499921955674553
22,300,1,chi-square,Naive,-0.159783528979347,0.322945773394948
22,300,1,chi-square,RC,-0.212564404769196,0.451968857486578
22,300,1,chi-square,True,-0.206652917779514,0.853306483366375
22,300,1,normal,CS,-0.0235043890977105,0.790912114127738
22,300,1,normal,Naive,-0.0364290372106394,0.360742430480482
22,300,1,normal,RC,-0.0315690365992061,0.727323068752297
22,300,1,normal,True,0.0305329275929162,0.842186117176158
23,100,0.5,chi-square,CS,1.37277890447954,5.47623901866997
23,100,0.5,chi-square,Naive,0.128248066104092,0.753676150538707
23,100,0.5,chi-square,RC,0.0810129501760353,0.882156704993439
23,100,0.5,chi-square,True,0.434935697535247,2.13709814689113
23,100,0.5,normal,CS,0.143179766980891,1.11953942364449
23,100,0.5,normal,Naive,0.142586027238793,0.624955785810738
23,100,0.5,normal,RC,0.149429224636825,1.03588677149512
23,100,0.5,normal,True,0.129243418335488,0.753841043184281
23,100,1,chi-square,CS,-0.7054736796936,3.1439657602976
23,100,1,chi-square,Naive,-0.162388858879457,0.555321963992347
23,100,1,chi-square,RC,-0.281695503655399,0.983236920133169
23,100,1,chi-square,True,-0.182727224613997,0.943199231562655
23,100,1,normal,CS,-0.415996732199342,1.29181796601864
23,100,1,normal,Naive,-0.264398884051323,0.489182076188433
23,100,1,normal,RC,-0.361703156353776,1.05088444082464
23,100,1,normal,True,-0.267462107878996,0.983292453564879
23,300,0.5,chi-square,CS,0.0775877768235945,0.813229173655367
23,300,0.5,chi-square,Naive,0.0816639118760446,0.509835700469419
23,300,0.5,chi-square,RC,0.0374106159055662,0.669671643980361
23,300,0.5,chi-square,True,0.0887296511156319,0.881484122309852
23,300,0.5,normal,CS,-0.041830753065259,1.41182059068469
23,300,0.5,normal,Naive,0.000385071966377689,0.815241434091149
23,300,0.5,normal,RC,-0.0493552238424746,1.34232170852174
23,300,0.5,normal,True,-0.0671246514701884,1.13412961423334
23,300,1,chi-square,CS,0.21181878130203,1.82090816064189
23,300,1,chi-square,Naive,0.0328021123419536,0.551768854229347
23,300,1,chi-square,RC,-0.0519308385517585,0.829612922101428
23,300,1,chi-square,True,0.0508208879580705,1.00750415391628
23,300,1,normal,CS,-0.213172633878765,0.889539878936194
23,300,1,normal,Naive,-0.180987726208878,0.444884360245871
23,300,1,normal,RC,-0.19990957287264,0.844837999850539
23,300,1,normal,True,-0.189965905974636,1.03414304998873
24,100,0.5,chi-square,CS,-0.311473476697409,2.6492219186893
24,100,0.5,chi-square,Naive,-0.227259876802703,0.863838957372245
24,100,0.5,chi-square,RC,-0.338701674375525,1.17047842318582
24,100,0.5,chi-square,True,-0.0148492059288579,1.81503637465578
24,100,0.5,normal,CS,-0.0800595952909548,0.852978193492628
24,100,0.5,normal,Naive,-0.0881471088823074,0.540149249485115
24,100,0.5,normal,RC,-0.0655184458945386,0.824439695477288
24,100,0.5,normal,True,-0.125372312218799,0.643028355432632
24,100,1,chi-square,CS,-0.272138401274717,1.32842179990296
24,100,1,chi-square,Naive,-0.352700385066035,0.415995269070043
24,100,1,chi-square,RC,-0.414426147110444,0.618270818312086
24,100,1,chi-square,True,-0.297202169358812,1.37804423893405
24,100,1,normal,CS,0.23021186918356,0.825261866751014
24,100,1,normal,Naive,0.214144712914205,0.344675625752562
24,100,1,normal,RC,0.219332797615032,0.755355522743429
24,100,1,normal,True,0.145965631199949,0.774599289493573
24,300,0.5,chi-square,CS,-0.213008116677155,0.942032520841428
24,300,0.5,chi-square,Naive,-0.238172309744916,0.597826190452407
24,300,0.5,chi-square,RC,-0.279195907266619,0.705334897242769
24,300,0.5,chi-square,True,-0.223428550529053,0.835010292379844
24,300,0.5,normal,CS,0.147770076655965,0.862097099763815
24,300,0.5,normal,Naive,0.156686779075792,0.539922044617586
24,300,0.5,normal,RC,0.139620391965513,0.808822085948401
24,300,0.5,normal,True,0.129853508093641,0.835927165986511
