SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
45,100,0.5,normal,RC,0.0754436243462941,0.741168601553092
45,100,0.5,normal,True,0.103946197270645,1.10905692980214
45,100,1,chi-square,CS,0.146526662412,0.606847510977547
45,100,1,chi-square,Naive,0.176565500620291,0.326426929964231
45,100,1,chi-square,RC,0.125514913109152,0.511422241017152
45,100,1,chi-square,True,0.102303404507665,0.749393663441718
45,100,1,normal,CS,-7.26425781249999,33.069970703125
45,100,1,normal,Naive,-0.013544334690474,0.701985340464111
45,100,1,normal,RC,0.0689971030785678,1.32071754121994
45,100,1,normal,True,0.141806233046988,1.67229307619205
45,300,0.5,chi-square,CS,0.00159627249261729,1.40021061303448
45,300,0.5,chi-square,Naive,-0.036177472397072,0.692191036284269
45,300,0.5,chi-square,RC,-0.0960316101621239,1.00061624239244
45,300,0.5,chi-square,True,-0.00617517109891497,1.0695118411388
45,300,0.5,normal,CS,7.46475830078122,36.4838836669922
45,300,0.5,normal,Naive,0.0242804627629099,0.722700610155203
45,300,0.5,normal,RC,0.0695604419767244,1.12463203965047
45,300,0.5,normal,True,0.0181095450484639,1.12032917258056
45,300,1,chi-square,CS,-0.0763045900835961,0.783164893532121
45,300,1,chi-square,Naive,-0.0612146414596575,0.368814878085215
45,300,1,chi-square,RC,-0.108359665352238,0.548856032831488
45,300,1,chi-square,True,-0.0997888217324524,0.768876217040873
45,300,1,normal,CS,-12.874609375,31.25224609375
45,300,1,normal,Naive,0.0865210855709588,0.556397776969496
45,300,1,normal,RC,0.147338243588303,1.05046243112904
45,300,1,normal,True,0.0648820089937781,0.969588697946965
46,100,0.5,chi-square,CS,0.279865924969144,0.292204560923555
46,100,0.5,chi-square,Naive,0.287504577397171,0.213279001245103
46,100,0.5,chi-square,RC,0.276168214177902,0.262026144236174
46,100,0.5,chi-square,True,0.327753635290476,0.596734533162167
46,100,0.5,normal,CS,0.0821755007095658,1.35310625993041
46,100,0.5,normal,Naive,0.0343318054919508,0.737963695349049
46,100,0.5,normal,RC,0.0752061437537264,1.15383939424367
46,100,0.5,normal,True,0.0957766125834946,1.24018920145684
46,100,1,chi-square,CS,-4.8247314453125,27.5857666015625
46,100,1,chi-square,Naive,-0.205712938389017,0.573781988975504
46,100,1,chi-square,RC,-0.374348783522566,1.00585558812131
46,100,1,chi-square,True,-0.115606140782468,1.23386070013762
46,100,1,normal,CS,0.126677553243892,0.826314556846974
46,100,1,normal,Naive,0.229592460254897,0.266031746573259
46,100,1,normal,RC,0.120869575027632,0.742727568861017
46,100,1,normal,True,0.242692634299105,0.697369044845201
46,300,0.5,chi-square,CS,0.119053092982451,1.36076506339733
46,300,0.5,chi-square,Naive,0.0891009749847486,0.646149258872149
46,300,0.5,chi-square,RC,0.0387870863907357,0.812350443709464
46,300,0.5,chi-square,True,0.11557676110504,1.07296327350615
46,300,0.5,normal,CS,-0.0391868954173983,1.56663948624958
46,300,0.5,normal,Naive,-0.115829855868415,0.80610899764638
46,300,0.5,normal,RC,-0.0594512776594524,1.34593194603659
46,300,0.5,normal,True,-0.134315850291392,1.03623985980463
46,300,1,chi-square,CS,-0.305191251900345,1.12667797124093
46,300,1,chi-square,Naive,-0.2546484884103,0.480292234785191
46,300,1,chi-square,RC,-0.337264660262036,0.779585935951388
46,300,1,chi-square,True,-0.226975866328426,0.804004744494795
46,300,1,normal,CS,-3.70057983398439,31.9244979858399
46,300,1,normal,Naive,-0.118583121351213,0.482519612078084
46,300,1,normal,RC,-0.135082794275614,0.979741891745556
46,300,1,normal,True,-0.153991769298492,0.98430230241158
47,100,0.5,chi-square,CS,-0.119512760463826,1.18267271773545
47,100,0.5,chi-square,Naive,-0.0727339872970318,0.731059595836585
47,100,0.5,chi-square,RC,-0.162256839794737,1.07135144787493
47,100,0.5,chi-square,True,-0.0237400693377386,1.10620541857901
47,100,0.5,normal,CS,-0.15568519487263,0.782996323480492
47,100,0.5,normal,Naive,-0.175030460084931,0.489581886999558
47,100,0.5,normal,RC,-0.154681965062517,0.745215012697952
47,100,0.5,normal,True,-0.194708417687817,0.789770875524765
47,100,1,chi-square,CS,-0.206087547936997,0.712542616532036
47,100,1,chi-square,Naive,-0.116958732456312,0.401439749161696
47,100,1,chi-square,RC,-0.217156336750895,0.575578414593073
47,100,1,chi-square,True,-0.0800154485542577,0.522448736420624
47,100,1,normal,CS,-0.0478997026695083,1.05299992334614
47,100,1,normal,Naive,-0.164010952865669,0.481026362394093
47,100,1,normal,RC,-0.0656998204602818,0.958588644056686
47,100,1,normal,True,-0.180400275412795,0.981433589202723
47,300,0.5,chi-square,CS,-0.0892866739140533,0.802588476210751
47,300,0.5,chi-square,Naive,-0.0798120330322737,0.522516369335742
47,300,0.5,chi-square,RC,-0.114514333368418,0.623214201359404
47,300,0.5,chi-square,True,-0.100246552466411,0.80131821827528
47,300,0.5,normal,CS,-0.0300346756505383,0.878556051599602
47,300,0.5,normal,Naive,-0.011842660879828,0.546166619596278
47,300,0.5,normal,RC,-0.0253980433581835,0.821342948880209
47,300,0.5,normal,True,0.0328980758945633,1.0885129432693
47,300,1,chi-square,CS,-0.171289625343338,1.08244117749663
47,300,1,chi-square,Naive,-0.137287475215145,0.460185232957946
47,300,1,chi-square,RC,-0.21054543464032,0.640340579878981
47,300,1,chi-square,True,-0.0959008320651478,1.02671599258495
47,300,1,normal,CS,0.010368153422751,1.40843313198818
47,300,1,normal,Naive,0.00782527625688795,0.606173844702738
47,300,1,normal,RC,0.00372082785021246,1.11671418758347
47,300,1,normal,True,0.00754134026883835,0.965069166089214
48,100,0.5,chi-square,CS,-0.36156736594022,0.738865479642737
48,100,0.5,chi-square,Naive,-0.395304527835486,0.430446110789903
48,100,0.5,chi-square,RC,-0.382848127954192,0.66347436706665
48,100,0.5,chi-square,True,-0.435357023616309,0.90456246494843
48,100,0.5,normal,CS,0.556405937753339,1.21074471315481
48,100,0.5,normal,Naive,0.462672388144258,0.803986992725337
48,100,0.5,normal,RC,0.501700729709164,1.22887356846533
48,100,0.5,normal,True,0.367854719151736,1.07985186222059
48,100,1,chi-square,CS,0.0669352008720003,0.822071873163066
48,100,1,chi-square,Naive,0.0471767583287557,0.391588348003582
48,100,1,chi-square,RC,0.000567280954650571,0.551842033465338
48,100,1,chi-square,True,0.0970091572679282,1.0836984660602
48,100,1,normal,CS,-0.628239597543754,0.870065080072649
48,100,1,normal,Naive,-0.573327062226878,0.410228785578931
48,100,1,normal,RC,-0.575356207360313,0.867670453069894
48,100,1,normal,True,-0.569877454927884,0.932039687390454
48,300,0.5,chi-square,CS,-0.208959366060264,0.823804887905872
48,300,0.5,chi-square,Naive,-0.193054921954655,0.546620147317242
48,300,0.5,chi-square,RC,-0.239761882747415,0.672637310633211
48,300,0.5,chi-square,True,-0.21569808760891,0.971459466013996
48,300,0.5,normal,CS,-0.00016842944697228,0.93039785777143
48,300,0.5,normal,Naive,-0.0323329118824464,0.58118778620796
48,300,0.5,normal,RC,-0.0137434576109766,0.853699355483062
48,300,0.5,normal,True,-0.0801089361711939,1.15514540582767
48,300,1,chi-square,CS,0.234488906089936,0.882955702851416
48,300,1,chi-square,Naive,0.220841591481898,0.451662140826418
48,300,1,chi-square,RC,0.169409671013949,0.626704157113569
48,300,1,chi-square,True,0.162672472015163,0.990240777469254
48,300,1,normal,CS,-0.1352062626798,1.57884266141001
48,300,1,normal,Naive,-0.151396067976883,0.698015708537693
48,300,1,normal,RC,-0.110175453992264,1.39746246633337
48,300,1,normal,True,-0.0920114352700014,1.08434934131206
49,100,0.5,chi-square,CS,0.0396363724244668,0.935189113356535
49,100,0.5,chi-square,Naive,0.00326614167253378,0.548844704378309
49,100,0.5,chi-square,RC,-0.0237073321588132,0.75450788362101
49,100,0.5,chi-square,True,-0.0486557216904107,0.657087738291996
49,100,0.5,normal,CS,0.173042790771514,1.03487990689473
49,100,0.5,normal,Naive,0.208555883727663,0.685743630118025
49,100,0.5,normal,RC,0.184906634845574,0.974464183331899
49,100,0.5,normal,True,0.279344737260503,0.923519256609852
49,100,1,chi-square,CS,-4.8247314453125,27.5857666015625
49,100,1,chi-square,Naive,-0.276497175431689,0.685827479278858
49,100,1,chi-square,RC,-0.396514249497058,0.924762761970518
49,100,1,chi-square,True,-0.229288057731084,1.32131386375591
49,100,1,normal,CS,-4.8247314453125,27.5857666015625
49,100,1,normal,Naive,-0.264491361648089,0.655777757410727
49,100,1,normal,RC,-0.432929868316322,1.31815335542127
49,100,1,normal,True,-0.342646147880498,1.41524290138705
49,300,0.5,chi-square,CS,0.00543597467501098,0.92549442143449
49,300,0.5,chi-square,Naive,0.035620492390236,0.547775761999361
49,300,0.5,chi-square,RC,-0.0282249759394181,0.786497333867378
49,300,0.5,chi-square,True,0.0478656646614293,0.881962679998429
49,300,0.5,normal,CS,-0.01055121926278,0.710709074271003
49,300,0.5,normal,Naive,0.00820198291625531,0.472101892968683
49,300,0.5,normal,RC,-0.00838528178942804,0.698451330787318
49,300,0.5,normal,True,-0.0207602077583332,0.872901918609618
49,300,1,chi-square,CS,0.134306988368917,0.791248299584531
49,300,1,chi-square,Naive,0.191192967847046,0.389799409998514
49,300,1,chi-square,RC,0.113463704988387,0.531516746768397
49,300,1,chi-square,True,0.160123153393609,0.840524971618132
49,300,1,normal,CS,0.122492830416788,0.661055360262163
49,300,1,normal,Naive,0.154026252791292,0.337577140285181
49,300,1,normal,RC,0.132163465891014,0.612251592704717
49,300,1,normal,True,0.144204967082306,0.79728926198847
50,100,0.5,chi-square,CS,-0.260499163099796,1.10407656642145
50,100,0.5,chi-square,Naive,-0.251398409277794,0.593964298534659
50,100,0.5,chi-square,RC,-0.316974241968417,0.850500355805523
50,100,0.5,chi-square,True,-0.164660826481268,0.814871732814412
50,100,0.5,normal,CS,0.241504329478643,0.552990700106539
50,100,0.5,normal,Naive,0.208520260369361,0.344019325729503
50,100,0.5,normal,RC,0.231303005511187,0.537793870802953
50,100,0.5,normal,True,0.217652318077304,0.773634147400812
50,100,1,chi-square,CS,-6.77060546875,27.84208984375
50,100,1,chi-square,Naive,-0.0934149990889246,0.51286348314176
50,100,1,chi-square,RC,-0.211761077020242,0.876147494442236
50,100,1,chi-square,True,-0.151800265527821,0.631058288410657
50,100,1,normal,CS,-0.0502151022807703,1.19027557620761
50,100,1,normal,Naive,-0.0633503586265634,0.705522682305183
50,100,1,normal,RC,-0.0714390721522808,1.16578062692224
50,100,1,normal,True,-0.0642830364160916,0.945172216494447
50,300,0.5,chi-square,CS,-0.069811229599167,1.25468677870674
50,300,0.5,chi-square,Naive,-0.0931569967605588,0.680912920745984
50,300,0.5,chi-square,RC,-0.144086701806556,0.876790901482823
50,300,0.5,chi-square,True,-0.0740271411402201,0.984127460803656
50,300,0.5,normal,CS,-0.0247933038351124,0.654993633994396
50,300,0.5,normal,Naive,-0.0209947698629277,0.44459653755156
50,300,0.5,normal,RC,-0.0240876858171287,0.638438934422134
50,300,0.5,normal,True,-0.0206812367708067,0.861579471953356
50,300,1,chi-square,CS,0.0964154533291387,1.06117049274575
50,300,1,chi-square,Naive,0.0827569342594828,0.478762535507292
50,300,1,chi-square,RC,0.016824750035387,0.717244803962151
50,300,1,chi-square,True,0.0426985897015294,0.961458734904678
50,300,1,normal,CS,0.042539662064672,1.18741012879295
50,300,1,normal,Naive,0.0739474831689899,0.541787736565618
50,300,1,normal,RC,0.0564962987540822,1.13410802811265
50,300,1,normal,True,0.0586702359030109,1.11167715864675
51,100,0.5,chi-square,CS,-0.426964681241254,1.55134535449198
51,100,0.5,chi-square,Naive,-0.449348669440203,0.868250735699491
51,100,0.5,chi-square,RC,-0.509236537789729,1.13641720604549
51,100,0.5,chi-square,True,-0.467833070867731,1.05855872805132
51,100,0.5,normal,CS,-0.176716991097076,1.00340035927602
51,100,0.5,normal,Naive,-0.173250037959518,0.592879147085053
51,100,0.5,normal,RC,-0.142252704635559,0.940854062324044
51,100,0.5,normal,True,-0.235619654389123,1.17051379149574
51,100,1,chi-square,CS,-4.0580078125,29.7744140625
51,100,1,chi-square,Naive,-0.219808104889158,0.745888134268541
51,100,1,chi-square,RC,-0.351205040593878,1.02700942593038
51,100,1,chi-square,True,0.00753069314983529,1.55663495101984
51,100,1,normal,CS,0.578578852134624,1.105963311917
51,100,1,normal,Naive,0.325746022246522,0.559209322912944
51,100,1,normal,RC,0.513376237882892,1.0212051198418
51,100,1,normal,True,0.34725548984932,1.53681276809427
51,300,0.5,chi-square,CS,-0.0721311509510658,0.829953151440691
51,300,0.5,chi-square,Naive,-0.0459543720177284,0.535711037310333
51,300,0.5,chi-square,RC,-0.0974952626097508,0.663172623293791
51,300,0.5,chi-square,True,-0.0515669174304855,0.885234380830899
51,300,0.5,normal,CS,-0.130034263694005,1.08339810538671
51,300,0.5,normal,Naive,-0.143727757946192,0.696618434758452
51,300,0.5,normal,RC,-0.125549054131536,1.02255995112579
51,300,0.5,normal,True,-0.0685103549831383,1.19296301887348
51,300,1,chi-square,CS,0.0191873138027747,2.83375441594182
51,300,1,chi-square,Naive,-0.0546516335366839,0.669710039726288
51,300,1,chi-square,RC,-0.16984375353744,1.04531164457406
51,300,1,chi-square,True,-0.0555003051332792,1.16319148575596
51,300,1,normal,CS,0.100623158916928,1.51723177113319
51,300,1,normal,Naive,0.111044091528776,0.559856316722844
51,300,1,normal,RC,0.0669804997530443,1.21615425091724
51,300,1,normal,True,0.117577976727618,1.23039794802799
52,100,0.5,chi-square,CS,0.413942072574336,1.51654652317928
52,100,0.5,chi-square,Naive,0.300655240978591,0.753850518762907
52,100,0.5,chi-square,RC,0.241107383830426,0.950179274432307
52,100,0.5,chi-square,True,0.287328269332405,1.54981352235073
52,100,0.5,normal,CS,-0.347399187831221,0.98561530842649
52,100,0.5,normal,Naive,-0.253452673142202,0.624944017993431
52,100,0.5,normal,RC,-0.302813530019492,0.898552091489517
52,100,0.5,normal,True,-0.323751368321168,1.0255185289984
52,100,1,chi-square,CS,0.00592380538218891,0.228010419143521
52,100,1,chi-square,Naive,0.0150640074316604,0.146432927633048
52,100,1,chi-square,RC,0.00336705508883128,0.206974349469835
52,100,1,chi-square,True,0.0181941994165028,0.702566733126512
52,100,1,normal,CS,0.036213425299786,0.423258014015239
52,100,1,normal,Naive,0.0570479893309393,0.22150634883972
52,100,1,normal,RC,0.0351319772084399,0.4142304874684
52,100,1,normal,True,0.0610217030089692,0.37498170206594
52,300,0.5,chi-square,CS,0.135498434921804,1.07945344776349
52,300,0.5,chi-square,Naive,0.0892742357570435,0.590414757389427
52,300,0.5,chi-square,RC,0.0477796444534294,0.728425453962218
52,300,0.5,chi-square,True,0.160992295865228,1.16819310230493
52,300,0.5,normal,CS,0.02649271250322,1.22773905336066
52,300,0.5,normal,Naive,-0.00415879861269938,0.785803691387809
52,300,0.5,normal,RC,0.0372424695312326,1.12655647866132
52,300,0.5,normal,True,0.0110964232234559,1.23206221818722
52,300,1,chi-square,CS,-0.0410409674721288,0.743377310142269
52,300,1,chi-square,Naive,0.0222494298088852,0.405251446541169
52,300,1,chi-square,RC,-0.0616568267288137,0.579640477227759
52,300,1,chi-square,True,0.00886737481064415,0.963244687969958
52,300,1,normal,CS,-0.0604816344358231,1.11434104099399
52,300,1,normal,Naive,-0.0105053283560552,0.503796386458618
52,300,1,normal,RC,-0.0300717558215115,0.974639618422064
52,300,1,normal,True,-0.027174315975791,1.02634986177909
53,100,0.5,chi-square,CS,-0.322230070696244,0.494474771096764
53,100,0.5,chi-square,Naive,-0.303630207792941,0.305638077606561
53,100,0.5,chi-square,RC,-0.328326205749846,0.423469828125469
53,100,0.5,chi-square,True,-0.278322339836602,0.589909209678719
53,100,0.5,normal,CS,-0.193994101444916,0.846165377016336
53,100,0.5,normal,Naive,-0.21958640217257,0.603268103872631
53,100,0.5,normal,RC,-0.200216606474985,0.830410507608404
53,100,0.5,normal,True,-0.225520016542603,0.941818999021036
53,100,1,chi-square,CS,-0.313729950965878,2.97481360275174
53,100,1,chi-square,Naive,-0.13902238039571,0.746961160500406
53,100,1,chi-square,RC,-0.263327442344762,0.953252678618068
53,100,1,chi-square,True,-0.257370336726822,1.62141279813024
53,100,1,normal,CS,-0.210932516014408,0.87852696382865
53,100,1,normal,Naive,-0.213652661773181,0.435029291090089
53,100,1,normal,RC,-0.210208367087173,0.805674930604654
53,100,1,normal,True,-0.296012088778975,0.906064500946472
53,300,0.5,chi-square,CS,-0.119843046987169,0.825714689356003
53,300,0.5,chi-square,Naive,-0.136192879211762,0.495600106067914
53,300,0.5,chi-square,RC,-0.164694838086703,0.632158423100513
53,300,0.5,chi-square,True,-0.070700921180486,1.23210603742328
53,300,0.5,normal,CS,0.0869916148629484,1.1770089254978
53,300,0.5,normal,Naive,0.0730122425307183,0.701480725332282
53,300,0.5,normal,RC,0.104743522902605,1.03735633443333
53,300,0.5,normal,True,0.0693145295311775,1.18572037531865
53,300,1,chi-square,CS,0.0454757950128628,1.00450244422233
53,300,1,chi-square,Naive,0.0733816967897843,0.47771099160945
53,300,1,chi-square,RC,-0.00705794417407001,0.702043193320742
53,300,1,chi-square,True,0.117150064899589,1.43053111069483
53,300,1,normal,CS,-0.169102485984679,1.3254320254939
53,300,1,normal,Naive,-0.0890035393489323,0.571228784715542
53,300,1,normal,RC,-0.129567011353119,1.2076776499478
53,300,1,normal,True,-0.0265579172331385,1.23863212716361
54,100,0.5,chi-square,CS,-0.292893452147317,1.1012464441357
54,100,0.5,chi-square,Naive,-0.271437395267926,0.672113523441572
54,100,0.5,chi-square,RC,-0.315882427773673,0.817287624432401
54,100,0.5,chi-square,True,-0.263695111166226,0.842425282181953
54,100,0.5,normal,CS,0.0402495040568723,0.657451730566064
54,100,0.5,normal,Naive,0.0398576732267794,0.412755844586
54,100,0.5,normal,RC,0.0387929765863594,0.594725542703219
54,100,0.5,normal,True,-0.0248724994854273,1.46341833217182
54,100,1,chi-square,CS,0.0631671008468662,0.814126850311821
54,100,1,chi-square,Naive,0.0463037404279456,0.321119485851531
54,100,1,chi-square,RC,0.0168572634911278,0.515579139902619
54,100,1,chi-square,True,0.0643713579748757,1.0648574514395
54,100,1,normal,CS,0.0346255193289644,0.668362754607773
54,100,1,normal,Naive,0.0398994391848254,0.321594728418133
54,100,1,normal,RC,0.0382117313798572,0.61849618248675
54,100,1,normal,True,0.0629670820445795,0.942610635602477
54,300,0.5,chi-square,CS,-0.0400615362345624,1.09258592327873
54,300,0.5,chi-square,Naive,-0.0901830293157055,0.576088948415897
54,300,0.5,chi-square,RC,-0.120378045283243,0.776200930634242
54,300,0.5,chi-square,True,-0.0149266001208739,1.16970955751162
54,300,0.5,normal,CS,-11.07890625,40.35625
54,300,0.5,normal,Naive,-0.0954683792709366,0.904288069627924
54,300,0.5,normal,RC,-0.131349667293913,1.42561665762318
54,300,0.5,normal,True,-0.000998555734144927,1.20641357412908
54,300,1,chi-square,CS,0.127202589966342,0.897469738903896
54,300,1,chi-square,Naive,0.121764453340661,0.427505849682948
54,300,1,chi-square,RC,0.0573050148470952,0.613690309686672
54,300,1,chi-square,True,0.0735804257485977,1.00893922636866
54,300,1,normal,CS,-3.70057983398439,31.9244979858399
54,300,1,normal,Naive,-0.0505846075480971,0.453233229995118
54,300,1,normal,RC,-0.04272011912394,0.886381060367881
54,300,1,normal,True,-0.126220676961872,1.15658005876581
55,100,0.5,chi-square,CS,-0.0980767624390684,1.79300297532449
55,100,0.5,chi-square,Naive,-0.260441072573442,0.999085404909844
55,100,0.5,chi-square,RC,-0.316124828776582,1.26237414049843
55,100,0.5,chi-square,True,-0.292641198220555,1.22186614542822
55,100,0.5,normal,CS,0.221119212358145,1.37112116257185
55,100,0.5,normal,Naive,0.0464699512755425,0.805800497255066
55,100,0.5,normal,RC,0.160573117478531,1.30635960034663
55,100,0.5,normal,True,0.0458251788591054,1.3228178658168
55,100,1,chi-square,CS,4.68955078125,26.85380859375
55,100,1,chi-square,Naive,0.551585720438976,0.574475873822789
55,100,1,chi-square,RC,0.467354729461388,0.861369971572003
55,100,1,chi-square,True,0.586395343616455,1.16235555024153
55,100,1,normal,CS,0.0950600046197759,1.15520772169024
55,100,1,normal,Naive,0.0522148973505657,0.507172297977344
55,100,1,normal,RC,0.0646654451787539,1.03181914780745
55,100,1,normal,True,0.127844102163767,1.06506967763304
55,300,0.5,chi-square,CS,-0.0977980137861138,0.854000579809585
55,300,0.5,chi-square,Naive,-0.090324995483107,0.566962443934424
55,300,0.5,chi-square,RC,-0.140864106535564,0.707433999064061
55,300,0.5,chi-square,True,-0.100820344467273,0.809847599608908
55,300,0.5,normal,CS,0.166968363384779,0.954579907017023
55,300,0.5,normal,Naive,0.162177523305644,0.651916741010995
55,300,0.5,normal,RC,0.144600901972146,0.907681095988751
55,300,0.5,normal,True,0.111120140792219,1.06504938752776
55,300,1,chi-square,CS,-0.00042109930998064,1.18743124441235
55,300,1,chi-square,Naive,0.00215702143137887,0.5513778867133
55,300,1,chi-square,RC,-0.0929673792656225,0.817904357491578
55,300,1,chi-square,True,0.000464222545664838,1.04146916171899
55,300,1,normal,CS,0.0398192849710029,2.01669665534807
55,300,1,normal,Naive,0.11410413817476,0.602329622229971
55,300,1,normal,RC,0.0673358770420209,1.3960792167986
55,300,1,normal,True,0.197415420725016,1.16280838945285
56,100,0.5,chi-square,CS,8.70869789123535,35.8347148895263
56,100,0.5,chi-square,Naive,-0.1424328699609,0.666787633381127
56,100,0.5,chi-square,RC,-0.219102187142649,0.882137657570412
56,100,0.5,chi-square,True,-0.0805893742581359,1.28751477039076
56,100,0.5,normal,CS,0.448764332770875,1.17987857982693
56,100,0.5,normal,Naive,0.296109277022793,0.64881726022268
56,100,0.5,normal,RC,0.360025343917516,1.02771509380559
56,100,0.5,normal,True,0.184742878831802,0.999648280413196
56,100,1,chi-square,CS,7.4810546875,28.2041015625
56,100,1,chi-square,Naive,0.0570164297208464,0.792208245967072
56,100,1,chi-square,RC,-0.0366534436499503,1.40707295410471
56,100,1,chi-square,True,0.0907496306933393,1.25878745537497
56,100,1,normal,CS,-0.135755588328002,0.8026490884003
56,100,1,normal,Naive,-0.113940731626591,0.3881099184496
56,100,1,normal,RC,-0.144873301646723,0.816962448050252
56,100,1,normal,True,-0.109563470536325,0.963560353294257
56,300,0.5,chi-square,CS,-0.0912822519863014,0.814660410105748
56,300,0.5,chi-square,Naive,-0.0698790584728491,0.503366383366832
56,300,0.5,chi-square,RC,-0.113195955697009,0.678740964802663
56,300,0.5,chi-square,True,-0.0801096922853007,0.789806858128257
56,300,0.5,normal,CS,0.0146684496566064,0.514063283389889
56,300,0.5,normal,Naive,0.0168170392322978,0.36801974165236
56,300,0.5,normal,RC,0.0121693904498119,0.504758010753502
56,300,0.5,normal,True,0.021464651301654,0.702254185262192
56,300,1,chi-square,CS,0.36945152859606,2.50955542116924
56,300,1,chi-square,Naive,0.0310031554376251,0.48875251687004
56,300,1,chi-square,RC,-0.0218783875157538,0.684327461379686
56,300,1,chi-square,True,0.123431620090026,1.2169142859749
56,300,1,normal,CS,-0.0514332431973999,0.618276435822482
56,300,1,normal,Naive,0.000153653344297652,0.313587879641395
56,300,1,normal,RC,-0.0521045720253548,0.608690120309047
56,300,1,normal,True,0.0452022237440075,1.01780477718767
57,100,0.5,chi-square,CS,-0.0210209147068787,4.2863242099187
57,100,0.5,chi-square,Naive,0.0734249307610318,0.855818008803935
57,100,0.5,chi-square,RC,-0.0281786096318658,1.13248794559091
57,100,0.5,chi-square,True,0.179283840335993,1.25361526050684
57,100,0.5,normal,CS,-0.194949394019402,1.40589129146162
57,100,0.5,normal,Naive,-0.11576245796521,0.806623291277769
57,100,0.5,normal,RC,-0.145798565050318,1.22095461257215
57,100,0.5,normal,True,-0.208758065349721,1.66624168134592
57,100,1,chi-square,CS,-2.090234375,21.682421875
57,100,1,chi-square,Naive,-0.157607072186241,0.465663579505757
57,100,1,chi-square,RC,-0.219185663094229,0.657963092428911
57,100,1,chi-square,True,-0.137991668126493,0.95475191753326
57,100,1,normal,CS,-0.249546926124506,1.32894970285984
57,100,1,normal,Naive,-0.0185516861007146,0.513268474481505
57,100,1,normal,RC,-0.187241094606796,1.06773347698782
57,100,1,normal,True,0.0289975478015213,1.33373767003087
57,300,0.5,chi-square,CS,0.0109742827239314,0.871225739914003
57,300,0.5,chi-square,Naive,0.0127776870124237,0.561549614096499
57,300,0.5,chi-square,RC,-0.0321622146181799,0.711941614398666
57,300,0.5,chi-square,True,0.0427861948473247,1.00509506277918
57,300,0.5,normal,CS,-0.0871907341645202,0.700201473525076
57,300,0.5,normal,Naive,-0.0697284660825333,0.470339651432102
57,300,0.5,normal,RC,-0.0886558059128846,0.670095569803184
57,300,0.5,normal,True,-0.055249075377809,0.832155829488662
57,300,1,chi-square,CS,-0.167823947475392,0.815233537203646
57,300,1,chi-square,Naive,-0.145689352961131,0.399582007391266
57,300,1,chi-square,RC,-0.190365664647613,0.545371102200222
57,300,1,chi-square,True,-0.117126998321891,1.02793357846739
57,300,1,normal,CS,-0.12214818281545,0.805893871504941
57,300,1,normal,Naive,-0.05502143591139,0.376189314657851
57,300,1,normal,RC,-0.104561954004435,0.71685273446371
57,300,1,normal,True,-0.0762419017452949,1.04748457176243
58,100,0.5,chi-square,CS,0.357991133640951,2.39157043828776
58,100,0.5,chi-square,Naive,-0.0824695895673031,0.808746736441343
58,100,0.5,chi-square,RC,-0.0679293103337682,1.31898504109797
58,100,0.5,chi-square,True,0.0129675374607633,1.23649376111742
58,100,0.5,normal,CS,-0.273484230312624,0.833947129017131
58,100,0.5,normal,Naive,-0.250829489393475,0.510006097888773
58,100,0.5,normal,RC,-0.27555690208168,0.826185514786629
58,100,0.5,normal,True,-0.29441340486068,0.850313797785159
58,100,1,chi-square,CS,-3.5701171875,22.7162109375
58,100,1,chi-square,Naive,-0.566836152171067,0.885204256127288
58,100,1,chi-square,RC,-0.674145254502571,1.15185052084707
58,100,1,chi-square,True,-0.572560147792838,1.54710356954607
58,100,1,normal,CS,17.2293212890625,33.98330078125
58,100,1,normal,Naive,0.503030990091006,0.565172473528533
58,100,1,normal,RC,0.651537391220365,1.02416043428478
58,100,1,normal,True,0.490458969362726,0.83222470206947
58,300,0.5,chi-square,CS,-0.290830480759526,0.944587958585752
58,300,0.5,chi-square,Naive,-0.264487896662213,0.611270442597914
58,300,0.5,chi-square,RC,-0.322732875416921,0.804850523656648
58,300,0.5,chi-square,True,-0.31168241423528,0.970343870255365
58,300,0.5,normal,CS,0.0702778622963105,1.09691421630018
58,300,0.5,normal,Naive,0.0371880286324128,0.728324878753003
58,300,0.5,normal,RC,0.0547588698267974,1.01321810680803
58,300,0.5,normal,True,-0.00503665414824122,1.19065347509916
58,300,1,chi-square,CS,-0.0481018253773754,0.579359575027097
58,300,1,chi-square,Naive,-0.029815742488172,0.282483694210325
58,300,1,chi-square,RC,-0.062577161934574,0.411034564672589
58,300,1,chi-square,True,-0.0319174695060637,0.810404116180706
58,300,1,normal,CS,0.134530852583596,1.16110631246542
58,300,1,normal,Naive,0.0808549435707078,0.430754571522121
58,300,1,normal,RC,0.0890583708961404,0.94876888397704
58,300,1,normal,True,0.0649147544156379,0.85346035915369
59,100,0.5,chi-square,CS,0.131036454300318,1.20154006595365
59,100,0.5,chi-square,Naive,0.0750538368950958,0.665538837225672
59,100,0.5,chi-square,RC,0.0300951509042922,0.812201173808952
59,100,0.5,chi-square,True,0.116193405826089,1.08261553530949
59,100,0.5,normal,CS,-0.158050245259121,1.09168067702429
59,100,0.5,normal,Naive,-0.147681236731323,0.662761644480725
59,100,0.5,normal,RC,-0.154181309592635,0.957001176240834
59,100,0.5,normal,True,-0.116865094822069,1.23344068526171
59,100,1,chi-square,CS,0.366085087193591,1.49907747977151
